key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:220:Survive 1 round>,Survive 1 round,Überlebe 1 Runde,生存1回合,残り1ラウンド,남은 라운드: 1,生存1回合,Survivre 1 tour,Продержитесь 1 раунд,Sobreviva 1 rodada,Sobrevive 1 ronda
<!MissingKey:221:You>,You,Du,你,あなた,나,你,Vous,Вы,Você,Tú
<!MissingKey:222:Best Rank Survival>,Best Rank Survival,Bester Rang Survival,最高排位等级,"サバイバル
最高ランク","서바이벌
최고 랭크",最高排位等级,Meilleur class. de survie,Лучший рейтинг выживания,Melhor Ranque,Mejor clasificación de Supervivencia
<!MissingKey:223:Patch Notes>,Patch Notes,,更新日志,パッチノート,패치 노트,更新日誌,Notes de correctif,Об обновлении,Notas de Atualização,Notas del parche
<!MissingKey:224:Rank-Up Bonus!>,Rank-Up Bonus!,Aufstiegs- Bonus!,晋升奖励！,ランクアップボーナス！,랭크 업 보너스!,晉升獎勵！,Bonus de classement supérieur !,Бонус повышения ранга!,Bônus de Subida de Rank!,¡Bonificación por subir de categoría!
<!MissingKey:225:Similar Stats>,Similar Stats,Ähnliche Ergebnisse,相似水平,同成績,비슷한 성적,相似水準,Statistiques similaires,Кол-во побед,Atributos Similares,Con resultados similares
<!MissingKey:226:No>,No,Nein,否,いいえ,아니요,否,Non,Нет,Não,No
<!MissingKey:227:{days} days ago>,{days} days ago,Vor {days} Tagen,{days}天前,{days}日前,{days}일 전,{days}天前,{days} jours plus tôt,{days} дн. назад,{days} dias atrás,Hace {days} días
<!MissingKey:228:Trade chance>,Trade chance,Tausch-chance,交易几率,トレード発生確率,거래 기회,交易幾率,Chance d'échange,Шанс торгового предложения,Chance de Troca,Oportunidad de comercio
<!MissingKey:229:LMB>,LMB,Linksklick,鼠标左键,左マウスボタン,좌클릭,鼠标左键,Clic gauche,ЛКМ,BEM,Clic izq (ratón)
<!MissingKey:230:We could not find any opponents. >,"We could not find any opponents.
 Things you can do now:
 - Restart the game
 - Check if you are playing on the most recent version
  - If this doesn't help, let us know!
 You can go on, but you will only face your Dark Reflection, with exactly your build.","Es konnten keine Gegner gefunden werden.
 Was du jetzt tun kannst:
 - Starte das Spiel neu
 - Stelle sicher, dass du auf der aktuellen Version spielst
 - Wenn das nicht hilft, informiere uns.
 Du kannst fortfahren, aber du wirst nur deinen Schatten mit deinem eigenen Rucksack antreffen.","无法找到对手。
您可以尝试以下方法：
重启游戏
 - 检查你的游戏版本是否更新到最新
 - 如果以上方法无效，请联系我们！
您可以继续游戏，但是您的对手就是您的黑暗倒影，武器装备也与您一致。","対戦相手が見つかりませんでした。
以下のことを試してみてください：
 - ゲームを再起動する
 - ゲームが最新バージョンかどうかチェックする
上記を試しても改善されない場合は、開発者に報告してください！
 - このまま進むことはできますが、自分と同じビルドを使うドッペルゲンガーとしか対戦できません。","상대를 찾지 못했습니다.
지금 하실 수 있는 조치:
 - 게임을 다시 시작하기
 - 최신 버전으로 플레이 중인지 확인하기
 - 만약 해결되지 않았다면, 제보 바랍니다!
계속 플레이할 수도 있지만, 여러분과 완전히 동일한 빌드를 지닌 어둠의 환영만을 상대하게 될 것입니다.","無法找到對手。
你可以嘗試以下方法：
重啟遊戲
 - 確認你的遊戲版本是否更新到最新
 - 如果以上方法無效，請聯絡我們！
你可以繼續遊戲，但是你的對手會是自己的分身，武器裝備也與你一致。","Impossible de trouver un adversaire.
 Que pouvez-vous faire à présent ?
 - Redémarrez le jeu
 - Vérifiez que vous utilisez la version la plus récente du jeu
 - Si rien de tout cela ne vous a été utile, faites-le nous savoir !
 Vous pouvez continuer, mais vous n'affronterez que votre Sombre réflexion, avec l'exacte même configuration que la vôtre.","Мы не смогли найти ни одного противника.
 Что можно сделать:
 - Перезапустить игру
 - Проверить, актуальна ли версия игры
 - Если ни один из вариантов не помог, сообщите нам!
 Вы можете продолжить игру, но противником будет ваша темная тень с вашим набором предметов.","Não conseguimos encontrar oponentes.
 Suas opções são:
 - Reiniciar o jogo
 - Verificar se está jogando a versão mais recente
 Se nada disso resolver, nos avise!
 Você pode continuar, mas só vai enfrentar sua Sósia Maligna, cuja composição é a mesma que a sua.","No hemos podido encontrar rivales.
 Qué hacer ahora:
 - Reinicia el juego
 - Comprueba si estás jugando a la versión más reciente
 - Si no se soluciona, ¡dínoslo!
 Puedes seguir jugando, pero solo te podrás enfrentar a tu sombra, que tiene la misma combinación de objetos que tú."
<!MissingKey:231:Cleansed:>,Cleansed:,Entfernt:,净化：,解除：,정화:,淨化：,Purgé(s) :,Снято:,Purificou:,Eliminado:
<!MissingKey:232:Round Robin>,Round Robin,Kreisverfahren,战斗轮盘,総当たり,라운드 로빈,戰鬥輪盤,Un tour après l'autre,По кругу,Roleta de Batalha,Rondas de combate
<!MissingKey:233:Sale: {saleChance}%. {Unique}-item on shop entered: {uniqueChance}%. >,"Sale: {saleChance}%. {Unique}-item on shop entered: {uniqueChance}%.
(You have {curUniques}/{maxUniques}.)","Angebot: {saleChance}%.
 {Unique}-Gegenst. beim Betreten: {uniqueChance}%.
(Du hast {curUniques}/{maxUniques}.) ","打折几率：{saleChance}%。进入商店时{Unique}物品出现几率：{uniqueChance}%。
（你已拥有{curUniques}/{maxUniques}。）","セール発生確率：{saleChance}%
{Unique}出現率：{uniqueChance}%
（所持ユニーク数 {curUniques}/{maxUniques}）","할인: {saleChance}%. 상점 진입 시 {Unique} 확률: {uniqueChance}%.
(보유 현황 {curUniques}/{maxUniques}.)","折扣機率：{saleChance}%。進入商店時{Unique}物品出現機率：{uniqueChance}%。
（你已擁有{curUniques}/{maxUniques}。）","Promotion : {saleChance} %. {Unique} en entrant dans la boutique : {uniqueChance} %.
(Vous avez {curUniques}/{maxUniques}.)","Шанс скидки: {saleChance}%.
Шанс {Unique} предмета при переходе в магазин: {uniqueChance}%.
(У вас: {curUniques}/{maxUniques})","Promoção: {saleChance}%. {Unique} ao entrar na Loja: {uniqueChance}%.
(Você tem {curUniques}/{maxUniques}.)","Oferta del {saleChance} %. Prob. de {Unique} al entrar en la tienda: {uniqueChance} %.
(Tienes {curUniques}/{maxUniques}.)"
<!MissingKey:234:Grandma>,Grandma,Großmutter,超级大爷,グランマ,그랜마,老祖宗師,Grand-mère,Легенда,Grão,Maestrísimo
<!MissingKey:235:First survival>,First survival,Erster Survival- Sieg!,首次生存,初めてのサバイバル,첫 번째 생존,首次生存,Première survie,Первое выживание,Primeira sobrevivência,Primera supervivencia
<!MissingKey:236:-items>,-items,-Gegenstand,物品,アイテム,아이템,物品,Objets,-предметы,-Itens,-objetos
<!MissingKey:237:{num} items found.>,{num} items found.,{num} Gegenstände gefunden.,查找到{num}个物品。,{num}件のアイテムが見つかりました,아이템 {num}개 발견.,找到了{num}個物品。,{num} objets trouvés.,Найдено предметов: {num}.,{num} itens encontrados.,{num} objetos encontrados.
<!MissingKey:238:Click to reveal>,Click to reveal,,,,,,,,,
<!MissingKey:239:Grandmaster>,Grandmaster,Großmeister,特级大师,グランドマスター,그랜드마스터,宗師,Grand maître,Профи,Grão-mestre,Gran maestro
<!MissingKey:240:MWheel>,MWheel,Mausrad,鼠标滚轮,マウスホイール,마우스 휠,鼠标滚轮,Molette,Колесо мыши,Roda do mouse,Rueda (ratón)
<!MissingKey:241:Abandon Lobby>,Abandon Lobby,Lobby aufgeben,放弃大厅,ロビーを破棄,로비 포기하기,放棄大廳,Abandonner la salle,Распустить комнату,Abandonar o Salão,Abandonar la sala
<!MissingKey:242:Stamina cost>,Stamina cost,Ausdauerkosten,耐力消耗,スタミナ消費値,스태미나 소모,耐力消耗,Coût d'endurance,Расход энергии,Custo de vigor,Coste de resistencia
<!MissingKey:243:Click to unreserve>,Click to unreserve,Klicken um Reservierung zu lösen,点击取消保留,"クリックで
取置き解除","클릭해서
예약 해제",點擊取消保留,Cliquer pour annuler la réservation,Отменить резерв,Clique para cancelar a reserva,Clic para quitar la reserva
<!MissingKey:244:The host closed the lobby.>,The host closed the lobby.,Der Ersteller hat die Lobby geschlossen.,主持者关闭了大厅。,ホストがロビーを閉じました。,호스트가 로비를 폐쇄했습니다.,主持者關閉了大廳。,L'hébergeur a fermé la salle.,Хост закрыл комнату.,O anfitrião fechou o salão.,El organizador ha cerrado la sala.
<!MissingKey:245:Gold>,Gold,Gold,金币,ゴールド,골드,金幣,Or,Золото,Ouro,Oro
<!MissingKey:246:Round lost.>,Round lost.,Runde verloren.,回合失败。,ラウンドに敗北…,라운드 패배.,回合失敗。,Tour perdu.,Поражение.,Rodada perdida.,Has perdido la ronda.
<!MissingKey:247:Connecting...>,Connecting...,Verbinden...,连接中……,接続中…,연결 중...,連線中……,Connexion en cours…,Подключение...,Conectando...,Conectando...
<!MissingKey:248:Can be found in rounds {r1} and {r2}>,Can be found in rounds {r1} and {r2},Kann in Runde {r1} und {r2} auftreten,将会在第{r1}和第{r2}回合出现,ラウンド{r1}と{r2}で発見可能,{r1} 라운드와 {r2} 라운드에서 발견 가능,將會在第{r1}和第{r2}回合出現,À trouver aux tours {r1} et {r2},Появляется на {r1}-м и {r2}-м раундах,Pode ser encontrado nas rodadas {r1} e {r2},Aparece en las rondas {r1} y {r2}
<!MissingKey:249:Combat Log>,Combat Log,Logbuch,战斗日志,戦闘ログ,전투 기록,戰鬥日誌,Rapport de combat,Журнал боя,Diário de Combate,Registro de batalla
<!MissingKey:250:We could not reach our server. >,"We could not reach our server.
 Things you can do now:
 - Wait a bit, maybe the packets have a slow day
 - Restart the game
 - Check your internet connection and router settings
 - If none of this helps, let us know!","Verbindung zum Server konnte nicht hergestellt werden. Was du jetzt tun kannst:
 - Warte einen Moment
 - Starte das Spiel neu
 - Überprüfe deine Internetverbindung
 Wenn das nicht hilft, informiere uns.","无法链接到服务器。
您可以尝试以下方法：
 - 稍等一会，也许是网络堵塞
 - 重启游戏
 - 检查您的网络设置和路由器设置
 - 如果以上方法无效，请联系我们！","サーバーへアクセスできませんでした。
 以下のことを試してみてください。
 - 通信速度が遅い可能性がないか、少し待ってみる
 - ゲームを再起動する
 - インターネット接続とルーター設定をチェックする
上記を試しても改善されない場合は、開発者に報告してください！","서버에 연결할 수 없습니다.
지금 하실 수 있는 조치:
 - 패킷이 느린 것일 수 있으니, 잠시 기다리기
 - 게임을 다시 시작하기
 - 내 인터넷 연결과 라우터 설정 확인하기
 - 만약 그 어떤 것도 도움이 되지 않았다면, 제보 바랍니다!","無法連結到伺服器。
你可以嘗試以下方法：
 - 稍等一會，也許是網路擁擠
 - 重啟遊戲
 - 檢查你的網路設置和路由器設定
 - 如果以上方法無效，請聯絡我們！","Impossible d'accéder à notre serveur.
 Que pouvez-vous faire à présent ?
 - Patientez un peu, il se peut que le débit ait pris un jour de repos aujourd'hui
 - Redémarrez le jeu
 - Vérifiez votre connexion Internet et les paramètres de votre routeur
 - Si rien de tout cela ne vous a été utile, faites-le-nous savoir !","Нет соединения с сервером.
 Что можно сделать:
 - Немного подождите, возможно, трафик сегодня не в духе
 - Перезапустите игру
 - Проверьте настройки вашего интернет-соединения и роутера
 - Если ничего из этого не помогло, смело обращайтесь к нам!","Não conseguimos conexão com o nosso servidor.
 Suas opções são:
 - Esperar um pouco, talvez os pacotes estejam lentos hoje
 - Reiniciar o jogo
 - Verificar sua conexão com a internet ou as configurações do roteador
 Se nada disso resolver, nos avise!","No hemos podido conectar con el servidor.
 Qué hacer ahora:
 - Espera un poco, igual hoy va un poco lento
 - Reinicia el juego
 - Comprueba tu conexión a Internet y los ajustes de tu router
 - Si no se soluciona, ¡dínoslo!"
<!MissingKey:251:Protected {amount}{debuff}>,Protected {amount}{debuff},{amount}{debuff} geschützt.,{amount}{debuff}净化被阻止,{amount} {debuff} 解除阻害,{amount}{debuff} 방어함,{amount}層{debuff}淨化被阻止,{amount} {debuff} protégé(s),Отмена снятия: {amount}{debuff},Protegeu {amount} {debuff},Has protegido {amount} {debuff}
<!MissingKey:252:Join failed (lobby already started).>,Join failed (lobby already started).,Beitreten gescheitert (Lobby hat schon begonnen).,加入失败（游戏已开始）。,参加に失敗しました（ロビーが開始済）。,참여하지 못했습니다 (이미 시작한 로비입니다).,加入失敗（遊戲已開始）。,Échec de la rejonction (la salle a déjà commencé).,Неудача (в комнате уже началась игра).,Falha ao se juntar (salão já iniciado).,Error de acceso (partida ya iniciada).
<!MissingKey:253:{num} item in storage.>,{num} item in storage.,{num} Gegenstand im Lager.,储存箱内有{num}个物品。,保管ボックスにアイテムが{num}個あります,"창고에 {num}개의 아이템이
존재합니다.",儲存箱內有{num}個物品。,{num} objet en réserve.,В ящике остались предметы: {num}.,{num} item no depósito.,{num} objeto en el almacenamiento.
<!MissingKey:254:I know what I'm doing.>,I know what I'm doing.,"Ich weiß, was ich tue.",我自己心里有数,理解した上で進む,이미 알고 있습니다.,我知道自己在做什麼,Je sais ce que je fais.,"Я понимаю, что я делаю.",Eu sei o que estou fazendo.,Sé lo que estoy haciendo.
<!MissingKey:255:Join a Lobby>,Join a Lobby,Lobby beitreten,加入一个大厅,ロビーに参加,로비에 참여하기,加入一個大廳,Rejoindre une salle,Войти в комнату,Juntar-se a um Salão,Acceder a una sala
<!MissingKey:256:{treasure} chance>,{treasure} chance,{treasure}-Chance,{treasure}几率,{treasure} 確率,{treasure} 확률,{treasure}幾率,Chance de {treasure},Шанс {treasure},Chance de {treasure},Probabilidad de {treasure}
<!MissingKey:257:Hide>,Hide,Verstecken,隐藏,非表示,숨기기,隱藏,Masquer,Скрыть,Ocultar,Ocultar
<!MissingKey:258:Class>,Class,Klasse,职业,クラス,직업,流派,Classe,Класс,Classe,Clase
<!MissingKey:259:Push items to storage>,Push items to storage,Gegenstände ins Lager werfen,拖动物品到储存箱,アイテムをボックスに移動,"아이템을
창고로
옮기기",拖動物品到儲存箱,Pousser les objets en réserve,Сбросить все предметы в ящик,Pôr itens no depósito,Arrastrar objetos al almacenamiento
<!MissingKey:260:Round {cur}/{max}>,Round {cur}/{max},Runde {cur}/{max},回合{cur}/{max},ラウンド {cur}/{max},라운드 {cur}/{max},回合{cur}/{max},Tour {cur}/{max},Раунд {cur}/{max},Rodada {cur}/{max},Ronda {cur}/{max}
<!MissingKey:261:Dealt {damage} damage ({origin}).>,Dealt {damage} damage ({origin}).,{damage} Schaden verursacht ({origin}).,造成{damage}点伤害（{origin}）。,{damage}ダメージを与えた（{origin}）。,피해를 {damage} 가함 ({origin}).,造成{damage}點傷害（{origin}）。,{damage} dégâts infligés ({origin}).,Наносит {damage} ед. урона ({origin}).,Causou {damage} de dano ({origin}).,Has infligido {damage} de daño ({origin}).
<!MissingKey:262:Capslock>,Capslock,Feststellen,Capslock,Capslockキー,Capslock,Capslock,Verr. Maj.,Capslock,Caps Lock,Bloq mayús
<!MissingKey:263:Reincarnated with {health} health ({origin}).>,Reincarnated with {health} health ({origin}).,Mit {health} Leben reinkarniert ({origin}).,以{health}生命值复活({origin})。,体力{health}で復活した（{origin}）。,{health} 체력으로 부활 ({origin}).,以{health}點生命值復活（{origin}）。,Ressuscité avec {health} PV ({origin}).,Воскрешение с {health} ед. здоровья ({origin}).,Reviveu com {health} de vida ({origin}).,Has resucitado con {health} PS ({origin}).
<!MissingKey:264:Quit>,Quit,Beenden,退出,ゲーム終了,나가기,退出,Quitter,Выход,Sair,Abandonar
<!MissingKey:265:{num} wins>,{num} wins,{num} Siege,{num}次胜利,{num}勝,{num}번 승리,{num}次勝利,{num} victoires,Победы: {num},{num} vitórias,{num} victorias
<!MissingKey:266:Combining >,"Combining
 Locked","Kombinieren
gesperrt","融合
锁定","合成を
ロック","조합
잠금","融合
鎖定","Combinaison
 Verrouillée","Не
 объединять","Combinação
 Bloqueada","Combinar
 Bloqueado"
<!MissingKey:267:Shoes>,Shoes,,,,,,,,,
<!MissingKey:268:Join Lobby>,Join Lobby,Lobby beitreten,加入大厅,ロビーに参加,로비 참가하기,加入大廳,Rejoindre une salle,Войти в комнату,Juntar-se ao Salão,Accede la sala
<!MissingKey:269:Ranking>,Ranking,Rang,排名,ランキング,랭킹,排名,Classement,Рейтинг,Ranque,Clasificación
<!MissingKey:270:_>,_,_,_,_,_,_,_,_,_,_
<!MissingKey:271:Join failed (game version mismatch - lobby version: {version}). >,Join failed (game version mismatch - lobby version: {version}). ,Beitreten gescheitert (Spielversion inkompatibel - Lobby version. {version}).,加入失败（游戏版本不一致——大厅版本：{version}）。,参加に失敗しました（ゲームバージョンが異なります。ロビーのバージョン：{version}）。,참여하지 못했습니다 (게임 버전이 일치하지 않습니다 - 로비 버전: {version}).,加入失敗（遊戲版本不一致——大廳版本：{version}）。,Échec de la rejonction (incompatibilité de la version du jeu - version de la salle : {version}).,Неудача (несоответствие версии игры: версия в комнате {version}).,Falha ao se juntar (incompatibilidade de versão do jogo - versão do salão: {version}).,Error de acceso (versión de juego incompatible - versión de la sala: {version}).
<!MissingKey:272:Leave Lobby>,Leave Lobby,Lobby verlassen,离开大厅,ロビーから退出,로비 떠나기,離開大廳,Quitter la salle,Покинуть комнату,Sair do Salão,Salir de la sala
<!MissingKey:273:Major patches may reset the history. >,Major patches may reset the history. ,Große Updates können das Archiv zurücksetzen.,重大更新将清除历史记录。,大型アップデートでヒストリーはリセットされることがあります。,메이저 패치 시 기록이 초기화될 수 있습니다.,重大更新將清除歷史記錄。,Les correctifs majeurs sont susceptibles de réinitialiser l'historique.,Крупные обновления могут сбросить историю.,Atualizações importantes podem redefinir o histórico.,Los parches importantes pueden reiniciar el historial.
<!MissingKey:274:Bronze>,Bronze,Bronze,黄铜,ブロンズ,브론즈,青銅,Bronze,Бронза,Bronze,Bronce
<!MissingKey:275:Language>,Language,Sprache,语言,言語,언어,語言,Langue,Язык,Idioma,Idiomas
<!MissingKey:276:Stunned for {duration}s ({origin}).>,Stunned for {duration}s ({origin}).,Benommen für {duration}s ({origin}).,被眩晕{duration}秒（{origin}）。,{duration}秒間スタンした（{origin}）。,{duration}초 동안 기절 ({origin}).,被暈眩{duration}秒（{origin}）。,Étourdi pendant {duration} s ({origin}).,Получает оглушение на {duration} сек. ({origin}).,Atordoou por {duration} s ({origin}).,Te han aturdido durante {duration} s ({origin}).
<!MissingKey:277:{total} Recipe>,{total} Recipe,{total} Rezept,{total}合成蓝图,{total} レシピ,{total} 조합법,{total}合成藍圖,{total} recette,Рецепт: {total},{total} Receita,{total} receta
<!MissingKey:278:Round won!>,Round won!,Runde gewonnen!,回合胜利！,ラウンドに勝利！,라운드 승리!,回合勝利！,Tour gagné !,Победа!,Rodada vencida!,¡Has ganado la ronda!
<!MissingKey:279:Minimize activations>,Minimize activations,Aktivierungen minimieren,简化物品激活,発動アイテム最小化,발동 최소화,簡化物品啟動,Réduire les activations,Подробности кратко,Minimizar ativações,Minimizar activaciones
<!MissingKey:280:Stun Resisted>,Stun Resisted,Benommenheit vermieden,眩晕抗性,スタン防止,스턴 저항함,暈眩抗性,Étourdissement résisté,Проигнорировано: оглушение,Resistência a atordoamento,Has resistido al aturdimiento
<!MissingKey:281:Click to reserve>,Click to reserve,Klicken zum Reservieren,点击保留,"クリックで
取置き","클릭해서
예약",點擊保留,Cliquer pour réserver,Резерв,Clique para reservar,Clic para reservar
<!MissingKey:282:Creation failed.>,Creation failed.,Erstellung gescheitert.,创建失败。,作成に失敗しました。,생성에 실패했습니다.,創建失敗。,Échec de la création.,Не удалось создать.,Criação falhou.,Error de creación de sala.
<!MissingKey:283:Drag to move. Pull the bottom to resize.>,Drag to move. Pull the bottom to resize.,"Klicken zum Verschieben, unten ziehen um die Größe zu ändern.",按住拖动。底部可改变大小。,ウィンドウをドラッグで移動、底をドラッグでサイズ変更,드래그하여 이동합니다. 아래쪽을 당겨 크기를 조정합니다.,按住拖曳。拉動底部可改變大小。,Faites glisser pour déplacer. Tirez sur le bas pour redimensionner.,"Зажмите курсор и перемещайте журнал. Потяните за нижнюю часть, чтобы изменить размер.",Arraste para mover. Puxe a parte inferior para redimensionar.,Arrastra para mover. Tira de la parte de abajo para cambiar el tamaño.
<!MissingKey:284:Combining >,"Combining
 Unlocked","Kombinieren
entsperrt","融合
解除锁定","合成を
アンロック","조합
해제","融合
解除鎖定","Combinaison
 Déverrouillée","Объединение
 активировано","Combinação
 Desbloqueada","Combinar
 Desbloqueado"
<!MissingKey:285:Bought on sale>,Bought on sale,Im Sale gekauft,以折扣购买次数,"セールで
買った回数","할인 시
구매한 횟수",以折扣购买次数,Acheté en promotion,Покупки со скидкой,Comprado em promo,Adquirido en rebaja
<!MissingKey:286:{total} Recipes>,{total} Recipes,{total} Rezepte,{total}合成蓝图,{total} レシピ,{total} 조합법,{total}合成藍圖,{total} recettes,Рецепты: {total},{total} Receitas,{total} recetas
<!MissingKey:287:Rotate with Right-click or press R>,Rotate with Right-click or press R,Rotiere mit Rechtsklick oder R,使用R键或者鼠标右键进行旋转,右クリックかRキーで回転,"우클릭이나
R을 눌러 회전",使用R鍵或者滑鼠右鍵進行旋轉,Faire pivoter avec un clic droit ou un appui sur R,Поворачивайте предмет нажатием ПКМ или клавиши «R»,Gire com o botão direito do mouse ou a tecla R,Para rotar: clic derecho o R.
<!MissingKey:288:Choose a subclass!>,Choose a subclass!,Wähle eine Unterklasse!,选择子职业,サブクラス選択,보조 직업을 선택하세요!,選擇子職業,Choisissez la sous-classe !,Выберите подкласс!,Escolha uma subclasse!,¡Elige una subclase!
<!MissingKey:289:Lobby joined.>,Lobby joined.,Lobby betreten.,大厅已加入。,ロビーに参加しました。,로비에 참여했습니다.,大廳已加入。,Salle rejointe.,В комнате.,Inscrito no Salão.,En la sala.
<!MissingKey:290:Shift inventory left>,Shift inventory left,Inventar nach links,向左移动背包,バッグを左へ移動,왼쪽으로 인벤토리 이동,向左移動背包,Décaler l'inventaire vers la gauche,Сместить инвентарь влево,Mover inventário para a esquerda,Mover inventario (izquierda)
<!MissingKey:291:Removed {amount} {buff} ({origin}).>,Removed {amount} {buff} ({origin}).,{amount} {buff} entfernt ({origin}).,移除{amount}层 {buff}（{origin}）。,{amount} {buff} を除去した（{origin}）。,{amount} {buff} 제거 ({origin}).,移除{amount}層 {buff}（{origin}）。,{amount} {buff} retirés ({origin}).,Отнимает {amount} {buff} ({origin}).,Removeu {amount} {buff} ({origin}).,Te han quitado {amount} {buff} ({origin}).
<!MissingKey:292:Platinum>,Platinum,Platin,白金,プラチナ,플래티넘,白金,Platine,Платина,Platina,Platino
<!MissingKey:293:Ctrl>,Ctrl,Strg,Ctrl,Ctrlキー,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl,Ctrl
<!MissingKey:294:Click slot to unlock>,Click slot to unlock,Zum Freischalten klicken,点击槽位来解锁,スロットをクリックしてアンロック,슬롯을 클릭해 잠금 해제,點擊欄位來解鎖,À déverrouiller en cliquant sur l'emplacement,Для разблокировки нажмите на слот,Clique no espaço para desbloquear,Clic en el espacio para desbloquear
<!MissingKey:295:MISS>,MISS,DANEBEN,攻击落空,ミス,빗나감,攻擊落空,MANQUÉ,ПРОМАХ,ERROU,FALLO
<!MissingKey:296:Tries>,Tries,Versuche,重试数,トライ残数,생명,嘗試次數,Essais,Жизни,Tentativas,Intentos
<!MissingKey:297:Trophies>,Trophies,Trophäen,奖杯,トロフィー,트로피,獎盃,Trophées,Трофеи,Troféus,Trofeos
<!MissingKey:298:Lost {amount} health ({origin}).>,Lost {amount} health ({origin}).,{amount} Leben verloren ({origin}).,失去{amount}点生命值（{origin}）。,体力を{amount}失った（{origin}）。,{amount} 체력 소실 ({origin}).,失去{amount}點生命值（{origin}）。,{amount} PV perdus ({origin}).,Теряет {amount} ед. здоровья ({origin}).,Perdeu {amount} de vida ({origin}).,Has perdido {amount} PS ({origin}).
<!MissingKey:299:Ranking change: {rank}>,Ranking change: {rank},Rangänderung: {rank},排名改变：{rank},ランキング変動：{rank},랭킹 변화: {rank},排名改變：{rank},Classement modifié : {rank},Рейтинг изменен: {rank},Mudança no ranque: {rank},Cambio de clasificación: {rank}
<!MissingKey:300:Face players with as many wins as you.>,Face players with as many wins as you.,Gegner mit so vielen Siegen wie du.,对抗胜利次数和你差不多的玩家。,勝利回数が同じプレイヤーとマッチングします。,승리 횟수가 동일한 플레이어를 만납니다.,對抗勝利次數和你差不多的玩家。,Affrontez des joueurs qui ont autant de victoires que vous.,"Подбор игроков с таким же количеством побед, как у вас.",Enfrente jogadores com o mesmo número de vitórias que você.,Te enfrentas a jugadores con tantas victorias como tú.
<!MissingKey:301:Lobby created. Lobby code:>,Lobby created. Lobby code:,Lobby erstellt. Lobby code:,大厅已创建，大厅代码：,ロビーが作成されました。ロビーコード：,로비 생성 완료. 로비 코드:,大廳已創建，大廳代碼：,Salle créée. Code de la salle :,Комната создана. Код:,Salão criado. Código do Salão:,Sala creada. Código de la sala:
<!MissingKey:302:{amount} {debuff} reflected for {duration}s ({origin}).>,{amount} {debuff} reflected for {duration}s ({origin}).,{amount} {debuff} reflektiert für {duration}s ({origin}). ,{amount} {debuff}在{duration}s内被反弹（{origin}）。,{duration}秒間、{amount} {debuff} が反射された（{origin}）。,{duration}초 동안 {amount} {debuff} 반사됨 ({origin}).,{amount} {debuff}在{duration}s內被反彈（{origin}）。,{amount} {debuff} renvoyé(s) pendant {duration}s ({origin}).,Отражение: {amount} {debuff} ({origin}). Время: {duration} сек.,Refletiu {amount} {debuff} por {duration} s ({origin}).,Has devuelto {amount} {debuff} durante {duration} s ({origin}).
<!MissingKey:303:Space>,Space,Leertaste,空格,Spaceキー,스페이스,空格,Espace,Пробел,Espaço,Espacio
<!MissingKey:304:Other Modes>,Other Modes,Weitere Modi,其他模式,サブモード,기타 모드,其他模式,Autres modes,Другие режимы,Outros Modos,Otros modos
<!MissingKey:305:Round speed>,Round speed,Geschwindigkeit,对局速度,ラウンド速度,라운드 속도,對局速度,Vitesse de tour,Скорость раунда,Velocidade da Rodada,Velocidad de la ronda
<!MissingKey:306:Can be found in round {r1}>,Can be found in round {r1},Kann in Runde {r1} auftreten,将会在第{r1}回合出现,ラウンド{r1}で発見可能,{r1} 라운드에서 발견 가능,將會在第{r1}回合出現,À trouver au tour {r1},Появляется на {r1}-м раунде,Pode ser encontrado na rodada {r1},Aparece en la ronda {r1}
<!MissingKey:307:Bought {num} times on sale>,Bought {num} times on sale,{num} mal im Sale gekauft,{num}次以折扣购买,セールで{num}回購入,할인 시 {num}번 구매,{num}次以折扣購買,Acheté(e) {num} fois en promo,Покупка со скидкой: {num},Comprado {num} vezes em promoção,Adquirido {num} veces en oferta
<!MissingKey:308:Sale chance>,Sale chance,Angebotschance,打折几率,セール発生確率,할인 기회,打折幾率,Chance de promotion,Шанс появления предметов со скидкой,Chance de Promoção,Oportunidad de oferta
<!MissingKey:309:Price>,Price,Preis,价格,値段,가격,價格,Prix,Цена,Preço,Precio
<!MissingKey:310:Plus>,Plus,Plus,加号键,[+]キー,플러스,加号键,Plus,+,Mais,Más
<!MissingKey:311:Lost {amount} maximum health ({origin}).>,Lost {amount} maximum health ({origin}).,{amount} Maximalleben verloren.,失去{amount}最大生命值({origin})。,体力最大値が{amount}減った（{origin}）。,최대 체력 {amount} 감소 ({origin}).,失去{amount}點最大生命值（{origin}）。,{amount} des PV max perdus ({origin}).,Максимальное здоровье снижено на {amount} ед. ({origin}).,Perdeu {amount} de vida máxima ({origin}).,Has perdido {amount} PS máx. ({origin})
<!MissingKey:312:STUNNED {dur}>,STUNNED {dur},BENOMMEN {dur},被眩晕{dur},スタン：{dur},기절함 {dur},被暈眩{dur},{dur} ÉTOURDI,ОГЛУШЕНИЕ {dur},ATORDOAMENTO {dur},ATURDIMIENTO: {dur}
