key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:142:Heroic Potion>,Heroic Potion,Heldentrunk,英勇魔药,ヒーローポーション,영웅의 포션,英勇魔藥,Potion héroïque,Героическое зелье,Poção Heroica,Poción heroica
<!MissingKey:143:Hungry Blade>,Hungry Blade,Hungernde Klinge,饥饿之刃,飢えたる剣,굶주린 칼날,飢餓之刃,Lame affamée,Клинок жажды,Lâmina Esfomeada,Espada famélica
<!MissingKey:144:Add $h[4] backpack slots. $t[First $h[Potion] inside consumed:] \~Gain a random buff. $t[$h[4] $h[Potions] inside consumed:] \~Cleanse $p1 debuffs.>,Add $h[4] backpack slots. $t[First $h[Potion] inside consumed:] \~Gain a random buff. $t[$h[4] $h[Potions] inside consumed:] \~Cleanse $p1 debuffs.,Fügt $h[4] Rucksackplätze hinzu. $t[Erster $h[Trank] ausgetrunken:] Erhalte einen zufälligen Buff. $t[$h[4] $h[Tränke] ausgetrunken:] Entferne $p1 Debuffs.,增加$h[4]格背包槽位。$t[当背包内第一瓶魔药被消耗：]获得一个随机增益效果。$t[当背包内$h[4]瓶$h[魔药]被消耗时：]净化$p1层减益效果。,バックパックのスロットを$h[4]追加する $t[中にある$h[ポーション]初消費時：] 1バフを獲得する $t[中にある$h[ポーション]$h[4]個消費時：] $p1デバフを解除する,배낭 슬롯을 $h[4]개 추가합니다. $t[내부에 위치한 $h[포션] 처음 소모 시:] 무작위 버프를 획득합니다. $t[내부에 위치한 $h[포션] $h[4]개 소모 시:] 디버프를 $p1개 정화합니다.,增加$h[4]格背包欄位。$t[首次消耗背包內魔藥時：]獲得一個隨機增益效果。$t[消耗背包內$h[4]瓶$h[魔藥]時：]淨化$p1層減益效果。,Ajoutez $h[4] emplacements de sac à dos. $t[En consommant la première potion à l'intérieur :] gagnez un bonus aléatoire. $t[En consommant $h[4] $h[Potions] à l'intérieur :] purgez $p1 malus.,Добавляет $h[4] слота к рюкзаку. $t[Первая активация в сумке:] добавляет случайное усиление. $t[После срабатывания $h[4] $h[зелий] в сумке:] снимает негативные эффекты: $p1.,Adiciona $h[4] espaços à mochila $t[Primeiro consumo de item dentro dele:] Ganhe um buff aleatório. $t[Consumo de $h[4] $h[Poções] dentro dele:] Purifica $p1 debuffs.,Añade $h[4] espacios a la mochila. $t[Al consumir el primer objeto:] Obtiene una ventaja al azar. $t[Al consumir $h[4] $h[Pociones]:] Elimina $p1 desventajas.
<!MissingKey:145:Flawless Emerald>,Flawless Emerald,Makelloser Smaragd,优质翡翠,無傷のエメラルド,티 없는 에메랄드,優質綠寶石,Émeraude idéale,Безупречный изумруд,Esmeralda Impecável,Esmeralda inmaculada
CARD_COUNT,(Number of cards before: $num),(Vorhergehende Karten: $num),（之前翻开的卡牌数：$num）,（前にめくったカードの枚数：$num）,(이전에 있었던 카드 수: $num),（之前翻開的卡牌數：$num）,(Nombre de cartes avant : $num.),(Кол-во предшествующих карт в цепочке: $num),(Cartas antes: $num),(Número de cartas anterior: $num)
<!MissingKey:147:Broom>,Broom,Besen,扫把,ホウキ,빗자루,掃把,Balais,Метла,Vassoura,Escoba
<!MissingKey:148:Gloves of Haste>,Gloves of Haste,Hasthandschuhe,迅捷手套,迅速のグローブ,가속의 장갑,迅捷手套,Gants de vitesse,Перчатки скорости,Luvas da Celeridade,Guantes del apremio
<!MissingKey:149:$t[Start of battle:] Reduce damage taken by $p1% for $p2s and gain $block $bl. >,"$t[Start of battle:] Reduce damage taken by $p1% for $p2s and gain $block $bl. 

 $chance% chance to resist critical hits. 
 $chance2% chance to resist stuns. ","$t[Kampfbeginn:] Eingehender Schaden ist für $p2s um $p1% reduziert. Erhalte $block $bl. 

 $chance% Chance, kritischen Schaden zu vermeiden. 
 $chance2% Chance, Benommenheit zu vermeiden.","$t[战斗开始时：]$p2s秒内减少$p1%受到的伤害，并获得$block点$bl。

有$chance%的几率抵抗暴击。
还有$chance2%的几率抵抗眩晕。","$t[バトル開始時：]$p2秒間受けるダメージを$p1%減らし、$block $bl を獲得する 

 $chance%の確率でクリティカルを防止する 
 $chance2%の確率でスタンを防止する","$t[전투 시작 시:] $p2초 동안 받는 피해가 $p1% 감소하고, $bl를 $block 획득합니다.

$chance%의 확률로 치명타에 저항합니다.
$chance2%의 확률로 기절에 저항합니다.","$t[戰鬥開始時：]$p2秒秒內減少$p1%受到的傷害，並獲得$block點$bl。
有$chance%的機率抵抗暴擊。
還有$chance2%的機率抵抗暈眩。","$t[Au début du combat :] dégâts d'attaque subis réduits de $p1 % pendant $p2 s et gagnez $block $bl. 

 $chance % de chance de résister aux coups critiques. 
 $chance2 % de chance de résister aux étourdissements.","$t[Начало боя:] снижает весь получаемый урон на $p1% на $p2 сек. и добавляет $block $bl. 

 Шанс $chance% уклониться от критического удара. 
 Шанс $chance2% игнорировать оглушение.","$t[Início da batalha:] Diminui o dano sofrido em $p1% por $p2 s e ganha $block $bl. 

 $chance% de chance de resistir a acertos críticos. 
 $chance2% de chance de resistir a atordoamentos.","$t[Al comienzo de la batalla:] Reduce el daño recibido en un $p1 % durante $p2 s y obtiene $block $bl. 

 $chance % de probabilidad de resistir golpes críticos. 
 $chance2 % de probabilidad de resistir aturdimiento."
<!MissingKey:150:$t[Start of battle:] Gain $p1 $mana and $p2 $regen for each $affected $nature-item. $t[$p3 $mana used:] Heal for $p4 and cleanse \~$p5 debuffs.>,$t[Start of battle:] Gain $p1 $mana and $p2 $regen for each $affected $nature-item. $t[$p3 $mana used:] Heal for $p4 and cleanse \~$p5 debuffs.,$t[Kampfbeginn:] Erhalte $p1 $mana und $p2 $regen pro $affected $nature-Gegenstand. $t[$p3 $mana genutzt:] Heile um $p4 und entferne $p5 Debuffs.,$t[战斗开始时：]每有一个$affected的$nature物品，获得 $p1点$mana和$p2层$regen。$t[每次消耗$p3 点$mana：]获得$p4点生命并净化$p5种随机减益效果。,$t[バトル開始時：]$affectedにある $nature アイテム1個につき$p1 $mana と$p2 $regen を獲得する $t[$p3 $mana 消費毎：]体力を$p4回復し、$p5デバフを解除する,"$t[전투 시작 시:] $affected에 위치한 $nature 아이템마다, $mana를 $p1, $regen을 $p2 획득합니다. $t[$mana $p3 사용 시:] 체력을 $p4 회복하고 디버프를 $p5개 정화합니다.",$t[戰鬥開始時：]每有一個$affected的$h[自然]物品，獲得$p1點$mana和$p2層$regen。$t[每次消耗$p3點$mana：]獲得$p4點生命值並淨化$p5種隨機減益效果。,$t[Au début du combat :] gagnez $p1 $mana et $p2 $regen pour chaque objet $nature $affected. $t[En utilisant $p3 $mana :] guérissez de $p4 et purgez $p5 malus.,$t[Начало боя:] добавляет $p1 $mana и $p2 $regen за каждый $affected $nature предмет. $t[При использовании $p3 $mana:] восстанавливает $p4 ед. здоровья и снимает до $p5 негативных эффектов.,$t[Início da batalha:] Ganha $p1 $mana e $p2 $regen por cada item-$nature $affected. $t[$p3 $mana gasto:] Restaura $p4 de vida e purifica $p5 debuffs.,$t[Al comienzo de la batalla:] Obtiene $p1 $mana y $p2 $regen por cada $affected objeto $nature. $t[Al usar $p3 $mana:] Recupera $p4 PS y elimina $p5 desventajas.
<!MissingKey:151:Rainbow Goobert Omegaooze Primeslime>,Rainbow Goobert Omegaooze Primeslime,Regenbogen- Schlotzbert Megaschleim,彩虹超级至尊黏黏,レインボー・スラバート・プライム・オメガ,레인보우 슬돌이 오메가 프라임,超級至尊史萊姆彩虹黏呼呼,Viskeu arc-en-ciel primo-gluant omégasqueux,Радужный высший мега-Слаймер,Gosberto Arco-Íris Primejoso Omegajento,Viscosino arcoíris multicolor megamolón
<!MissingKey:152:$t[$p1 $affected item activations:] Cleanse \~$p2 debuffs and gain $p3 $empower for $p4s.>,$t[$p1 $affected item activations:] Cleanse \~$p2 debuffs and gain $p3 $empower for $p4s.,$t[$p1 $affected Gegenstand-Aktivierungen:] Entferne $p2 Debuffs und erhalte $p3 $empower für $p4s.,$t[$affected的物品激活达到$p1次：]净化$p2层随机减益效果。获得$p3层$empower，持续$p4s。,$t[$affectedにあるアイテム$p1回発動時：]$p2デバフを解除し、$p4秒間$p3 $empower を獲得する,"$t[$affected에 위치한 아이템이 $p1회 발동 시:] 디버프 $p2개를 정화하고, $p4초 동안 $empower를 $p3 부여합니다.",$t[$affected的物品啟動達到$p1次：]淨化$p2層隨機減益效果。獲得$p3層$empower，持續$p4s。,$t[En activant l'objet $affected $p1 fois :] purgez $p2 malus et gagnez $p3 $empower pendant $p4 s.,$t[При срабатывании $p1 $affected предметов:] снимает с героя до $p2 негативных эффектов и добавляет $p3 $empower на $p4 сек.,$t[$p1 ativações de item $affected:] Purifica $p2 debuffs aleatórios e ganha $p3 $empower por $p4 s.,$t[Al activar $p1 $affected objetos:] Elimina $p2 desventajas y obtiene $p3 $empower durante $p4 s.
<!MissingKey:153:Heart of Darkness>,Heart of Darkness,Herz der Finsternis,黑暗心之容器,暗黒のハート,어둠의 심장,黑暗心之容器,Cœur des ténèbres,Сердце тьмы,Coração da Escuridão,Corazón de oscuridad
<!MissingKey:154:Chipped Emerald>,Chipped Emerald,Lädierter Smaragd,翡翠碎片,欠けたエメラルド,깨진 에메랄드,綠寶石碎片,Émeraude fragmentée,Осколок изумруда,Esmeralda Lascada,Esmeralda rota
<!MissingKey:155:Jynx torquilla>,Jynx torquilla,Wendehals,歪脖鸟,幸運泥棒のアリスイ,개미잡이,歪脖鳥,Torcol fourmilier,Вертишейка,Torcicolo,Torcecuello
<!MissingKey:156:$c[Weapon sockets:] Gain $p1% lifesteal. $c[Armor & other sockets:] Your healing is increased by $p2%. $c[Backpack:] $m[After $cds:] Deal $p3 $effect-damage with $p_lifesteal_factor% lifesteal.>,$c[Weapon sockets:] Gain $p1% lifesteal. $c[Armor & other sockets:] Your healing is increased by $p2%. $c[Backpack:] $m[After $cds:] Deal $p3 $effect-damage with $p_lifesteal_factor% lifesteal.,$c[Waffensockel:] Erhalte $p1% Lebensraub. $c[Rüstung & andere Sockel:] Deine Heileffekte sind $p2% effektiver. $c[Rucksack:] $m[Nach $cds:] Verursache $p3 $effect-Schaden mit $p_lifesteal_factor% Lebensraub.,$c[放入武器槽：] $m[击中对手：]偷取造成伤害量的$p1%为生命值。$c[放入护甲或其他槽：]生命恢复效果加强$p2%。$c[放入背包：] $m[$cds后：]造成带有$p_lifesteal_factor%生命偷取效果的$p3点$effect伤害。,$c[武器に装着：]体力吸収率 +$p1% $c[非武器に装着：]自分の回復量 +$p2% $c[バックパックに配置：] $m[$cd秒後：]体力吸収率$p_lifesteal_factor%の$p3 $effect ダメージを与える,$c[무기 소켓:] $p1%의 생명력 흡수를 획득합니다. $c[방어구 및 기타 소켓:] 회복량이 $p2% 증가합니다. $c[배낭:] $m[$cd초 후:] $p_lifesteal_factor%의 생명력을 흡수하는 $effect 피해를 $p3 가합니다.,$c[放入武器槽：]$m[命中時：]竊取造成傷害量的$p1%為生命值。$c[放入護甲或其他槽位：]生命恢復效果加強$p2%。$c[放入背包：]$m[$cd秒後：]竊取$p3點生命值。,$c[Emplacements d'armes :] gagnez $p1 % de vol de vie. $c[Armure et autres emplacements :] votre guérison augmente de $p2 %. $c[Sac à dos :] $m[Après $cd s :] infligez $p3 de dégâts $effect avec $p_lifesteal_factor % de vol de vie.,$c[В слоте оружия:] добавляет $p1% кражи жизни. $c[В слоте брони/в другом слоте:] Эффекты исцеления усиливаются на $p2%. $c[В рюкзаке:] $m[Через $cd сек.:] наносит $p3 $effect-урона и крадет $p_lifesteal_factor% здоровья противника.,$c[Engastes de armas:] Ganha $p1% de roubo de vida. $c[Demais engastes:] Aumenta a sua cura em $p2%. $c[Mochila:] $m[Após $cd s:] Causa $p3 de dano de $effect com $p_lifesteal_factor% de roubo de vida.,$c[Ranuras de arma:] Obtiene un $p1 % de drenaje vital. $c[Ranuras de armadura y otras:] La curación aumenta en un $p2 %. $c[Mochila:] $m[Tras $cd s:] Inflige un $p3 de daño de $effect con $p_lifesteal_factor% de drenaje vital.
<!MissingKey:157:Flawed Amethyst>,Flawed Amethyst,Fehlerhafter Amethyst,劣质紫水晶,傷物のアメシスト,금이 간 자수정,劣質紫水晶,Améthyste médiocre,Колотый аметист,Ametista Polida,Amatista imperfecta
<!MissingKey:158:Strong Pestilence Flask>,Strong Pestilence Flask,Starke Pestflasche,强力瘟疫烧瓶,強疫毒のフラスコ,강력한 역병 플라스크,強效瘟疫燒瓶,Flasque de pestilence forte,Усиленное зелье чумы,Frasco Pestilento Potente,Poción tóxica potente
<!MissingKey:159:Gingerbread Jerry>,Gingerbread Jerry,Pfefferkuchen-Peter,姜饼杰瑞,ジンジャーブレッド・ジェリー,진저브레드 제리,薑餅傑瑞,Bonhomme de pain d'épices,Имбирный Джерри,Biscoito de Gengibre,Jerónimo Jengibre
<!MissingKey:160:Fancy Fencing Rapier>,Fancy Fencing Rapier,Famoser Fechter,酷炫西洋剑,優美なるレイピア,화려한 펜싱 레이피어,酷炫西洋劍,Rapière d'escrime chic,Изящная рапира,Rapieira Refinada,Estoque elegante
<!MissingKey:161:Burning Coal>,Burning Coal,Brennende Kohle,燃烧煤炭,燃える石炭,불타는 석탄,燃燒煤炭,Charbon brûlant,Горящий уголь,Carvão Incendiado,Carbón ardiente
<!MissingKey:162:Cursed Dagger>,Cursed Dagger,Verwunschener Dolch,诅咒匕首,呪われしダガー,저주받은 단검,詛咒匕首,Dague ensorcelée,Проклятый кинжал,Adaga Amaldiçoada,Daga maldita
<!MissingKey:163:$affected $holy-items gain $dark. >,"$affected $holy-items gain $dark. 

 $chance% chance for each $affected $dark-item to protect debuffs on your opponent from being cleansed. $t[Start of battle:] Gain $block $bl. $t[Every $cds:] Cleanse $p1 debuffs and inflict them on your opponent.","$affected $holy-Gegenstände erhalten $dark. 

 $chance% Chance für jeden \~$affected $dark-Gegenstand, Debuffs auf deinem Gegner vor dem Entfernen zu schützen. $t[Kampfbeginn:] Erhalte $block $bl. $t[Alle $cds:] Entferne $p1 Debuffs und verursache sie bei deinem Gegner.","$affected的$holy物品获得$dark属性。

每有一个$affected的$dark物品，将提供$chance%的几率阻止对手净化减益效果。$t[战斗开始时：]获得$block点$bl。$t[每$cds：]净化$p1层减益效果并将其施加到对手身上。","$affectedにある $holy アイテムが $dark を得る

$affectedにある $dark アイテム1個につき$chance%の確率で、相手のデバフ解除効果を阻害する $t[バトル開始時：]$block $bl を獲得する $t[$cd秒毎：]$p1デバフを解除し、そのデバフを相手に付与する","$affected에 위치한 $holy 아이템이 $dark 아이템으로도 취급됩니다.

$affected에 위치한 $dark 아이템마다 $chance%의 확률로 상대에게 부여된 디버프가 정화되는 것을 막습니다. $t[전투 시작 시:] $bl을 $block 획득합니다. $t[$cd초마다:] 디버프를 $p1개 정화하고, 이를 상대에게 부여합니다.","$affected的$h[神聖]物品也視作$h[黑暗]物品。
每有一個$h[黑暗]物品，將提供$chance%的機率阻止對手淨化減益效果。$t[戰鬥開始時：]獲得$block點$bl。$t[每$cd秒：]淨化$p1層減益效果並將其施加到對手身上。","Les objets $holy $affected gagnent $dark. 

 $chance % de chance pour chaque objet $dark $affected d'empêcher les malus de votre adversaire d'être purgés. $t[Au début du combat :] gagnez $block $bl. $t[Toutes les $cd s :] purgez $p1 malus et infligez-les à votre adversaire.","$affected $holy предметы получают доп. тип: $dark. 

 Каждый $affected $dark предмет снижает шанс снятия негативных эффектов с противника на $chance%. $t[Начало боя:] добавляет $block $bl. $t[Раз в $cd сек.:] снимает до $p1 негативных эффектов с героя и накладывает их на противника.","Itens-$holy $affected ganham $dark. 

 $chance% de chance para cada item-$dark $affected proteger debuffs do seu oponente de serem purificados. $t[Início da batalha:] Ganha $block $bl. $t[A cada $cd s:] Purifica $p1 debuffs e as inflige ao seu oponente.","Los objetos $affected $holy obtienen $dark. 

 $chance % de probabilidad por cada objeto $affected $dark para evitar que el rival elimine sus desventajas. $t[Al comienzo de la batalla:] Obtiene $block $bl. $t[Cada $cd s:] Elimina $p1 desventajas y las inflige al rival."
<!MissingKey:164:$t[Opponent heals:] Consume this and inflict $p1 $poison and $red[$p2 $poison to yourself].>,$t[Opponent heals:] Consume this and inflict $p1 $poison and $red[$p2 $poison to yourself].,$t[Gegner heilt:] Trinke aus und verursache $p1 $poison und dir $p2 $poison.,$t[当你的对手恢复生命值时：]消耗此魔药，向对手施加$p1层$poison的同时，$red[对自己也施加$p2层$poison]。,$t[相手の回復時：]このアイテムを消費して、相手に$p1 $poison を付与し、$red[自分に$p2 $poison を付与する],"$t[상대가 체력을 회복 시:] 포션을 소모해 상대에게 $poison를 $p1, $red[자신에게 $poison를 $p2] 부여합니다.",$t[當你的對手恢復生命值時：]消耗此魔藥，向對手施加$p1層$poison的同時，對自己也施加$p2層$poison。,$t[L'adversaire guérit :] consommez ceci et infligez $p1 $poison et $red[$p2 $poison à vous-même].,"$t[Когда противник восстанавливает здоровье:] расходуется, чтобы наложить на противника $p1 $poison и $red[$p2 $poison на самого героя].",$t[Oponente recupera vida:] Consome isto e inflige $p1 $poison e $red[$p2 $poison a você mesmo].,$t[Al recuperar salud el rival:] Consume la poción e inflige $p1 $poison y $red[$p2 $poison para uno mismo].
<!MissingKey:165:Bloodthorne>,Bloodthorne,Blutdorn,血棘,ブラッドソーン,피의 가시,血棘,Épines de sang,Кровавый шип,Espinheiro de Sangue,Espinafilo
<!MissingKey:166:$c[Weapon sockets:] $m[On hit:] $chance% chance to deal \~+$p1 damage and gain $p2 $heat. $c[Armor & other sockets:] $m[Start of battle:] Gain $block $bl. >,"$c[Weapon sockets:] $m[On hit:] $chance% chance to deal \~+$p1 damage and gain $p2 $heat. $c[Armor & other sockets:] $m[Start of battle:] Gain $block $bl. 
 Resist $p3 $cold. $c[Backpack:] $m[After $cds:] Gain $p4 $heat, cleanse \~$p5 debuffs.","$c[Waffensockel:] $m[Bei Treffer:] $chance% Chance, +$p1 Schaden zu verursachen und $p2 $heat zu erhalten. $c[Rüstung & andere Sockel:] $m[Kampfbeginn:] Erhalte $block $bl. 
 Verhindere $p3 $cold. $c[Rucksack:] $m[Nach $cds:] Erhalte $p4 $heat, entferne $p5 Debuffs.","$c[放入武器槽：] $m[击中对手时：]有$chance%的几率造成+$p1点伤害并获得$p2层$heat。$c[放入护甲或其他槽：] $m[战斗开始时：]获得$block层$bl。
抵抗$p3层$cold。$c[放入背包：] $m[在$cds后：]获得$p4层$heat，净化$p5层减益效果。","$c[武器に装着：]$m[ヒット時：]$chance%の確率で与ダメージ +$p1、$p2 $heat を獲得する $c[非武器に装着：] $m[バトル開始時：]$block $bl を獲得する 
$p3 $cold を無効化する $c[バックパックに配置：]$m[$cd秒後：]$p4 $heat を獲得し、$p5デバフを解除する","$c[무기 소켓:] $m[적중 시:] $chance%의 확률로 피해량이 $p1 증가하고, $heat를 $p2 획득합니다. $c[방어구 및 기타 소켓:] $m[전투 시작 시:] $bl를 $block 획득합니다.
$cold에 $p3번 저항합니다. $c[배낭:] $m[$cd초 후:] $heat를 $p4 획득하고, 디버프를 $p5개 정화합니다.","$c[放入武器槽：]$m[命中對手時：]有$chance%的機率造成+$p1點傷害並獲得$p2層$heat。$c[放入護甲或其他槽位：]$m[戰鬥開始時：]獲得$block層$bl。
抵抗$p3層$cold。$c[放入背包：]$m[在$cd秒後：]獲得$p4層$heat，淨化$p5層減益效果。","$c[Emplacements d'armes :] $m[Par coup :] $chance % de chance d'infliger +$p1 de dégâts et de gagner $p2 $heat. $c[Armure et autres emplacements :] $m[Au début du combat :] gagnez $block $bl. 
 Résistez à $p3 $cold. $c[Sac à dos :] $m[Après $cd s :] gagnez $p4 $heat, purgez $p5 malus.","$c[В слоте оружия:] $m[При попадании:] шанс $chance% нанести +$p1 ед. урона и получить $p2 $heat. $c[В слоте брони/в другом слоте:] $m[Начало боя:] добавляет $block $bl. 
 Игнорирует $p3 $cold. $c[В рюкзаке:] $m[Через $cd сек.:] добавляет $p4 $heat и снимает до $p5 негативных эффектов.","$c[Engastes de armas:] $m[Ao acertar:] $chance% de chance de causar +$p1 de dano e ganhe $p2 $heat. $c[Demais engastes:] $m[Início da batalha:] Ganhe $block $bl. 
 Resiste a $p3 $cold. $c[Mochila:] $m[Após $cd s:] Ganhe $p4 $heat e purifica $p5 debuffs.","$c[Ranuras de arma:] $m[Al golpear:] $chance % de probabilidad de infligir +$p1 de daño y obtiene $p2 $heat. $c[Ranuras de armadura y otras:] $m[Al comienzo de la batalla:] Obtiene $block $bl. 
 Resiste $p3 $cold. $c[Mochila:] $m[Tras $cd s:] Obtiene $p4 $heat, elimina $p5 desventajas."
<!MissingKey:167:$t[Start of battle:] Gain $p1 $heat. $reflect[Reflect] $p2 debuffs.>,$t[Start of battle:] Gain $p1 $heat. $reflect[Reflect] $p2 debuffs.,$t[Kampfbeginn:] Erhalte $p1 $heat. $reflect[Reflektiere] $p2 Debuffs.,$t[战斗开始：]获得$p1层$heat。$reflect[反弹] $p2层减益效果。,$t[バトル開始時：]$p1 $heat を獲得し、$p2デバフを$reflect[反射]する,$t[전투 시작 시:] $heat를 $p1 획득합니다. 디버프를 $p2개 $reflect[반사]합니다.,$t[戰鬥開始：]獲得$p1層$heat。$reflect[反彈]$p2層減益效果。,$t[Au début du combat :] gagnez $p1 $heat. $reflect[Renvoyez] $p2 malus.,$t[Начало боя:] добавляет $p1 $heat. $reflect[Отражает] до $p2 негативных эффектов.,$t[Início da batalha:] Ganhe $p1 $heat. $reflect[Reflete] $p2 debuffs.,$t[Al comienzo de la batalla:] Obtiene $p1 $heat. $reflect[Devuelve] $p2 desventajas.
"<!MissingKey:168:$t[Every $cds:] Heal for $p1. Use $p2 $mana: For $p4s, deal $p_unhealing% of your healing as \~$effect-damage.>","$t[Every $cds:] Heal for $p1. Use $p2 $mana: For $p4s, deal $p_unhealing% of your healing as \~$effect-damage.",$t[Alle $cds:] Heile um $p1. Nutze $p2 $mana: \~Für $p4s verursache $p_unhealing% deiner Heilungen an $effect-Schaden.,$t[每$cds：]恢复$p1生命值。消耗$p2点$mana：$p4s内，向对手造成你治疗量$p_unhealing%的$effect伤害。,$t[$cd秒毎：]体力を$p1回復する。$p2 $mana 消費して、$p4秒間回復量の$p_unhealing%分の $effect ダメージを与える,"$t[$cd초마다:] 체력을 $p1 회복합니다. $mana를 $p2 사용: $p4초 동안, 회복량의 $p_unhealing%만큼 상대에게 $effect 피해를 가합니다.",$t[每$cds：]恢復$p1生命值。消耗$p2點$mana：$p4s內，向對手造成你治療量$p_unhealing%的$effect傷害。,"$t[Toutes les $cd s :] guérissez de $p1. Utilisez $p2 $mana : Pendant $p4 s, infligez $p_unhealing % de votre guérison en tant que dégâts $effect.",$t[Раз в $cd сек.:] Восстанавливает $p1 ед. здоровья. Использует $p2 $mana: в течение $p4 сек. наносит $effect-урон в размере $p_unhealing% от восстановленного героем здоровья.,"$t[A cada $cd s:] Restaura $p1 de vida. Gasta $p2 $mana: Por $p4 s, causa dano de $effect igual a $p_unhealing% da sua cura.","$t[Cada $cd s:] Recupera $p1 PS. Usa $p2 $mana: Durante $p4 s, inflige un $p_unhealing % de la curación como daño de $effect."
<!MissingKey:169:Perfect Ruby>,Perfect Ruby,Perfekter Rubin,完美红宝石,完璧なルビー,완벽한 루비,完美紅寶石,Rubis parfait,Полированный рубин,Rubi Perfeito,Rubí perfecto
<!MissingKey:170:Ruby Whelp>,Ruby Whelp,Rubindrachi,红宝石幼龙,ルビーの幼竜,루비 새끼용,紅寶石幼龍,Dragonneau rubis,Рубиновый дракончик,Dragãozinho de Rubi,Cachorro rubí
<!MissingKey:171:$t[On attack:] Use $p2 $mana to inflict $p3 $blind. >,"$t[On attack:] Use $p2 $mana to inflict $p3 $blind. 

 Deals +$p1 damage for each debuff of your opponent.","$t[Bei Angriff:] Nutze $p2 $mana, um $p3 $blind zu verursachen. 

 Verursacht +$p1 Schaden pro Debuff deines Gegners.","$t[攻击时：]消耗$p2点$mana来施加$p3层$blind。

你的对手每有一层减益效果，造成的伤害+$p1点。",相手のデバフ1スタックにつき与ダメージ +$p1 $t[攻撃時：]$p2 $mana を消費して、$p3 $blind を付与する,상대에게 부여된 디버프마다 가하는 피해가 $p1 증가합니다. $t[공격 시:] $mana를 $p2 사용해 $blind을 $p3 부여합니다.,你的對手每有一層減益效果，造成額外+$p1點傷害。$t[攻擊時：]消耗$p2點$mana施加$p3層$blind。,Inflige +$p1 de dégâts pour chaque malus de votre adversaire. $t[Par attaque :] utilisez $p2 $mana pour infliger $p3 $blind.,Наносит +$p1 ед. урона за каждый негативный эффект на противнике. $t[При атаке:] использует $p2 $mana наложить $p3 $blind.,Causa +$p1 de dano por cada debuff do oponente. $t[Ao atacar:] gasta $p2 $mana para infligir $p3 $blind.,Inflige $p1 más de daño por cada desventaja del rival. $t[Al atacar:] Usa $p2 $mana para infligir $p3 $blind.
<!MissingKey:172:$t[Every $p3 hits:] Gain $h[1] $empower. >,"$t[Every $p3 hits:] Gain $h[1] $empower. 

 Attacks $p1% faster for every $spikes.","$t[Alle $p3 Treffer:] Erhalte $h[1] $empower. 

 Greift $p1% schneller an pro $spikes.","$t[每命中$p3次时：]获得$h[1]层$empower。

每有一层$spikes，此武器攻击触发快$p1%。","$t[$p3回ヒット毎：]$h[1] $empower を獲得する

$spikes 1スタックにつき使用速度が$p1%上がる","$t[$p3번 적중할 때마다:] $empower를 $h[1] 획득합니다.

보유한 $spikes마다 $p1% 빠르게 공격합니다.","$t[每命中$p3次時：]獲得$h[1]層$empower。

每有一層$spikes，此武器攻擊觸發速度加快$p1%。","$t[Tous les $p3 coups :] gagnez $h[1] $empower. 

 Attaque $p1 % plus vite pour chaque $spikes.","$t[После каждого $p3-го попадания:] добавляет $h[1] $empower. 

 Атакует на $p1% быстрее за каждый имеющийся эффект $spikes.","$t[A cada $p3 acertos:] Ganha $h[1] $empower. 

 Ataca $p1% mais rápido para cada $spikes.","$t[Cada $p3 golpes:] Obtiene $h[1] $empower. 

 Ataca un $p1 % más rápido por cada $spikes."
