key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
"<!MissingKey:149:Not just *a* bomb, it's *the* bomb!>","Not just *a* bomb, it's *the* bomb!","Es ist nicht *eine* Bombe, es ist *DIE BOMBE*, Mann!",这可不是一般的炸弹！,ただのボムじゃねぇぞ…！,어디서나 볼 수 있는 그런 폭탄이 아닙니다!,這可不是一般的炸彈！,"Ce n'est pas seulement *une* bombe, c'est *la* bombe !",Это не какая-нибудь там простая бомба. Это Б-О-М-Б-А!,"Não é só *uma* bomba, é *a* bomba!","No es solo una bomba, ¡es LA bomba!"
"<!MissingKey:150:Shopping success is highly dependent on the right basket, everyone knows that!>","Shopping success is highly dependent on the right basket, everyone knows that!",Der richtige Korb ist entscheidend für das Einkaufserlebnis!,不战斗的时候还能当购物袋，用起来还挺顺手。,ショッピング成功のカギはちょうどいいバスケットを選ぶこと。常識だよね！,"성공적인 쇼핑은 올바른 바구니를 사용하느냐에 달려있습니다, 기본적인 상식이죠!",不戰鬥的時候還能當購物袋，用起來還挺順手。,"Le succès d'une boutique dépend fortement du choix du panier, tout le monde le sait !",Общеизвестный факт: успех шопинга во многом зависит от правильно подобранной корзины.,Todo mundo sabe que o sucesso de uma compra depende da cesta que se usa!,¡La cesta ideal para llevarle la comida a tu abuelita sin que te vea el lobo!
"<!MissingKey:151:Yuk, you dropped this green goo on your dagger!>","Yuk, you dropped this green goo on your dagger!","Ups, da hat wohl jemand das Gift verschüttet.",呃，你怎么把绿色的东西搞到匕首上了。,悪役みたいに刃先を舌なめずりでもすればきっと様になるよ。,"윽, 단검에 녹색 점액을 흘리신 것 같은데요?",呃，你怎麼把綠色的東西弄到匕首上？,"Beurk, c'est vous qui avez laissé tomber ce truc vert sur votre dague ?","Фу, что за зеленая слизь на кинжале?","Eca, você derramou essa meleca verde na sua adaga!","¡Puaj, se te ha caído una sustancia asquerosa en la daga!"
<!MissingKey:152:So you found the switch.>,So you found the switch.,"Gut, du hast den Schalter gefunden.",其实黑暗剑并不存在。,ライトとダークの切り替えスイッチを見つけたんだね。,끄는 스위치를 찾으셨군요.,其實黑暗劍並不存在。,Je vois que vous avez trouvé l'interrupteur.,На самом деле его не существует.,Então você achou o botão...,Ahora en versión oscura.
<!MissingKey:153:Never run out of stones again! Woah!>,Never run out of stones again! Woah!,Endlich stehst du nie wieder ohne Steine da! Wow!,石头再也丢不完了！,やったね！これで石は投げつけ放題だよ。,이제 돌이 모자랄 일은 없을 겁니다!,石頭再也丟不完了！,Génial ! On ne sera plus jamais à court de pierres !,"Камни больше никогда не кончатся! Здорово, да?",Ficar sem pedras é coisa do passado!,¡Nunca te volverás a quedar sin piedras!
"<!MissingKey:154:No one knows how they taste, because no one survived trying.>","No one knows how they taste, because no one survived trying.","Niemand weiß, wie sie schmecken, weil es noch niemand überlebt hat, eins zu kosten.",没有人知道这个蛋尝起来怎样，尝试过的人都没活下来。,どんな味がするか誰も知らないんだ。食べて生き延びた人がいないからね。,맛이 어떤지는 아무도 모릅니다. 생존자가 없거든요.,沒有人知道這個蛋嘗起來怎樣，嘗試過的人都沒活下來。,"Personne ne sait quel goût ils ont, car personne n'a jamais survécu aux tentatives.","Никто не знает, каково это яйцо на вкус. Наверное, не стоит и пробовать.","Ninguém sabe qual é o sabor deles, porque ninguém sobreviveu para contar a história.","Nadie sabe a qué saben, porque todo el que lo prueba se muere."
"<!MissingKey:155:Money does not make you happy, it’s things that make you happy!>","Money does not make you happy, it’s things that make you happy!","Geld macht nicht glücklich, Dinge machen einen glücklich!",闭着眼睛打这个挺危险的。,お金がキミを幸せにするんじゃない。お金で得られるモノがキミを幸せにするんだ！,"돈이 있어야 행복해지는 게 아니라, 돈으로 사는 것들로 행복해지는 거죠!",閉著眼睛打這個挺危險的。,"L'argent ne fait pas le bonheur, mais certains objets le peuvent !","Не деньги, а вещи делают вас счастливыми!","O dinheiro não te faz feliz, são as coisas que te fazem feliz!","El dinero no da la felicidad, ¡pero lo que compras con él sí!"
<!MissingKey:156:Offer mana and receive love.>,Offer mana and receive love.,Für ein bisschen Mana bekommt man so viel zurück!,献出你的魔法，获得小火团的爱。,おいらにマナをくれたら、あんたを好きになってやるよ。,마나를 주고 사랑을 받습니다.,獻出你的魔法，獲得小火團的愛。,Offrez du mana et recevez de l'amour.,Предложите ему свою магию и получите его любовь.,Dê mana e receba amor.,Recibe amor a cambio de maná.
<!MissingKey:157:The best part is the frosting. >,The best part is the frosting. ,Puderschnee mit Puderzucker!,即是装饰物，又是食物。,一番おいしいところはアイシング部分。,먹으면서 머리가 시린 걸 즐겨야 합니다.,即是裝飾物，又是食物。,Le glaçage du gâteau est ce que je préfère.,Самое неповторимое в его вкусе — это ощущение холодка.,A melhor parte é a congelação.,Mejor servirlo bien frío.
"<!MissingKey:158:A badger never gives up. A badger always fights. Always. Yes, always.>","A badger never gives up. A badger always fights. Always. Yes, always.",Ein Dachs gibt niemals auf. Ein Dachs ist immer kampfbereit. Wirklich absolut immer.,獾是世界上最无畏的动物，不是在打架就是在打架的路上。,アナグマは決してあきらめないんだ。いつだって戦うのさ。そう、いつだって。,오소리는 절대 포기하지 않습니다. 오소리는 항상 맞서 싸웁니다. 항상요.,獾是世界上最無畏的動物，不是在打架就是在打架的路上。,Une mouffette n'abandonne jamais. La mouffette se bat jusqu'au bout. Encore et encore.,Барсуки никогда не сдаются. Барсуки всегда борются до конца. Всегда. И это не шутка.,"Os texugos nunca desistem. Os texugos sempre lutam. Sempre. Isso, sempre.","Un tejón nunca se rinde, un tejón lucha hasta la muerte. La muerte del otro, a poder ser."
<!MissingKey:159:So you have chosen a cheesy strategy?>,So you have chosen a cheesy strategy?,Das stinkt ja zum Himmel. ,没人会动你的奶酪！除了黏黏。,ふーん、チーズよろしく「きなクサい」戦法を選ぶってわけ？,치즈처럼 끈덕지게 생존하세요.,沒人會動你的乳酪！除了黏呼呼。,C'est donc ça la stratégie dont vous faisiez tout un fromage ?,Никто не прикоснется к твоему сыру! Ну почти никто. Кроме Слаймера.,Então você optou pela estratégia do queijo?,Qué será lo que tiene el queso...
<!MissingKey:160:Someone feed the blade already.>,Someone feed the blade already.,Kann bitte endlich jemand die Klinge füttern?,这小东西可饿着呢！,この剣、もう誰かから血を吸ってるみたい。,누가 이미 밥을 줬나보네요.,快來人餵這小傢伙吃餅！,Que quelqu'un lui donne à manger.,"Кажется, он уже успел насытиться...",Alguém alimente logo essa espada!,A la espada le rugen las tripas...
<!MissingKey:161:Only for strong vampires.>,Only for strong vampires.,Nur für starke Vampire.,只适合强大的吸血鬼。,究極の吸血鬼専用だよ。,약해빠진 인간에겐 추천하지 않습니다.,只適合強大的吸血鬼。,Réservée aux plus forts des vampires.,Только для сильных вампиров!,Só para vampiros fortes.,Solo para vampiros poderosos.
"<!MissingKey:162:Be mana, my friend.>","Be mana, my friend.","Sei Mana, mein Freund.",人法合一，我的朋友。,友よ、マナになれ。,마나가 친구가 됩니다.,人法合一，我的朋友。,"Soyez mana, c'est la vie.","Будь маной, друг мой.","Seja mana, meu amigo.","Maná maná, du duuu du du du..."
"<!MissingKey:163:Great, now it’s all tangled up.>","Great, now it’s all tangled up.","Na toll, jetzt hat sich alles verheddert.",这下好了，全都缠在一起去了。,あーもう、ぜんぶグチャグチャに絡まっちゃったよ。,"좋아요, 이제 완전히 엉켜있네요.",這下可好，全都纏在一起了。,"Super, elles sont toutes emmêlées maintenant…","Отлично, теперь все стало запутанно.","Ótimo, agora está tudo embolado.",Ahora a ver quién lo desenreda...
<!MissingKey:164:You should not mess with the tree these grow on.>,You should not mess with the tree these grow on.,Ärger niemals den Dornenbusch.,别去招惹那些长这些玩意的树。,木を育てるときは、こんなイバラが巻き付かないように注意してね。,이게 자라난 나무는 함부로 건드려선 안됩니다.,別去招惹那些長著這些東西的樹。,N'allez pas embêter l'arbre duquel ils proviennent.,"Не стоит даже пытаться приблизиться к дереву, на котором он вырос...",É melhor não mexer com a árvore na qual isso cresce.,No me pondría a jugar con los árboles de donde sacan estos artilugios.
"<!MissingKey:165:Tim. Oh Tim. Once a legendary warrior, now just a spooky old skull.>","Tim. Oh Tim. Once a legendary warrior, now just a spooky old skull.","Tim. Einst ein mächtiger Krieger, jetzt nur noch eine gruselige Dekoration.",蒂姆啊，蒂姆。现在早就不是万圣节了，不要吓人了。,おおティムよ。死んでしまうとはなさけない。,"팀. 오, 팀. 한때는 전설적인 전사였지만 지금은 을씨년스러운 오래된 해골에 불과합니다.",蒂姆啊，蒂姆。現在早就不是萬聖節了，不要嚇人了。,"Tim. Oh Tim. Autrefois guerrier légendaire, il n'est plus qu'un vieux crâne sinistre.","О, Джон, наш милый Джон. Когда-то Джон был легендарным воином, а теперь он — просто старый жуткий череп.","Pobre Tim. Antes um guerreiro lendário, agora uma mera caveira medonha.","Ay, Tim... Solía ser un guerrero legendario, ahora no es más que una decoración de Halloween."
<!MissingKey:166:The spot in the middle is perfect for frying an egg.>,The spot in the middle is perfect for frying an egg.,Auf dieser Stelle in der Mitte kann man ein perfektes Spiegelei braten!,盾牌中间部分用来煎鸡蛋非常合适。,この盾の真ん中らへんは、目玉焼きを作るのにピッタリなんだ。,방패 정중앙은 계란후라이를 만들기에 완벽한 포인트입니다.,盾牌中間部分用來煎雞蛋非常合適。,La partie centrale est idéale pour faire frire un œuf.,Середина щита идеально подходит для жарки яиц.,Aquele círculo no meio é perfeito para fritar ovos.,Puedes freír un huevo si lo pones justo en el medio.
<!MissingKey:167:Some people cannot taste the spiciness of a banana. So weird.>,Some people cannot taste the spiciness of a banana. So weird.,Manche Menschen können die natürliche Schärfe einer Banane nicht wahrnehmen. Wie seltsam.,很多人竟然尝不出这个香蕉的辣味，奇怪。,バナナの辛味を感じられない人もいるらしいね。まったくおかしな話だよ。,바나나의 매운 맛을 느낄 수 없는 사람도 있다고 하네요. 신기해라.,很多人竟然嘗不出這個香蕉的辣味，奇怪。,Certaines personnes sont incapables de percevoir la saveur épicée d'une banane. C'est curieux.,"А вы знали, что некоторые люди не чувствуют остроты банана?",Algumas pessoas não conseguem sentir a picância de uma banana. Muito estranho.,Algunas personas dicen que los plátanos no son picantes. Qué cosa más rara.
<!MissingKey:168:What I want from a helmet is that it is sturdy and $h[really] heavy.>,What I want from a helmet is that it is sturdy and $h[really] heavy.,"Was ich mir von einem guten Helm wünsche, ist dass er stabil ist und $h[richtig] schwer.",头盔不就得又重又硬吗！,頭に重機のせてんのかい！,모름지기 투구는 딱딱하고 $h[완전] 무겁기만 하면 됩니다.,頭盔不就得又重又硬嗎！,"Ce que j'attends d'un casque, c'est qu'il soit solide et $h[vraiment] lourd.",Разве шлем не должен быть $h[действительно] жестким и тяжелым?,O que eu espero de um elmo é que seja resistente e $h[muito] pesado.,Lo que necesito en un buen casco: que sea resistente y $h[muy] pesado.
"<!MissingKey:169:It’s all just atoms and stuff, just swirl it around a bit.>","It’s all just atoms and stuff, just swirl it around a bit.","Das sind doch alles nur Atome und so, einfach gut umrühren sollte reichen.",原子层面分解物品并构筑新物品，具体原理我也不懂。,違うんです！何もしてないのに壊れたんです！,그냥 원자 같은 걸 뭉쳐둔 것입니다. 약간 돌려보세요.,原子層面分解物品並構築新物品，具體原理我也不懂。,"Ce ne sont que des atomes et des trucs dans le genre, il suffit de les faire tourner un peu.",На атомном уровне происходит разрушение предметов и создание новых. Более точные принципы процесса никому не понятны.,"São só átomos e tal, basta girar um pouco.","Átomos por aquí y por allá, un meneo y listo."
<!MissingKey:170:You are so lucky to have that piggy.>,You are so lucky to have that piggy.,"Du hast du ein Glück, dieses Schweinchen zu besitzen.",能为你带来好运的存钱罐。,はるか西の国では、思いがけず良いことがあった時「ブタを手に入れた」って言うらしいね。つまりキミもブタちゃんを手に入れたわけだ。,그 돼지저금통이 있다니 정말 운이 좋으시네요.,能為你帶來好運的存錢罐。,Vous avez beaucoup de chance d'avoir ce petit cochon.,Эта свинка точно принесет удачу!,Você tem tanta sorte por ter esse cofrinho.,Tienes mucha suerte de tener ese cerdito.
<!MissingKey:171:Ready for barking!>,Ready for barking!,Immer bellreit! ,汪汪汪！,吠える準備はバッチリ！,짖을 준비 완료!,汪汪汪！,Prêt à aboyer !,Гав-гав!,Pronto para latir!,"Ladrando, que es gerundio."
"<!MissingKey:172:Dragons love decorative nicknack and shiny things, especially when they are dragon-shaped.>","Dragons love decorative nicknack and shiny things, especially when they are dragon-shaped.","Drachen lieben dekoratives Gedöns, und vor allem drachenförmiges.",龙很喜欢收藏闪闪发光的小玩意，特别是龙形的。,ドラゴンは飾りになるガラクタや光り物が好きなんだ。ドラゴンがあしらわれた剣のキーホルダーなんかは特に好きだね。,"용들은 작은 장신구와 반짝이는 것을 좋아하는데, 용 모양이기까지 하면 더할 나위가 없겠네요.",龍很喜歡收藏閃閃發光的小玩意，特別是龍形的。,"Les dragons aiment les décorations et les objets brillants, surtout lorsqu'ils ont la forme d'un dragon.","Драконы обожают блестящие безделушки, особенно вещицы в форме дракона.","Os dragões adoram besteiras decorativas e coisas brilhantes, ainda mais quando têm formato de dragão.","A los dragones les encantan las decoraciones bonitas, sobre todo si tienen forma de dragón."
<!MissingKey:173:You never felt so safe in your entire life.>,You never felt so safe in your entire life.,Du hast dich noch nie so geborgen gefühlt.,这下你刀枪不入了。,今までの人生でここまで安心感を覚えたことはなかったでしょ。,평생을 통틀어 이렇게 안전했던 적이 없습니다.,這下你刀槍不入了。,Vous ne vous êtes sans doute jamais senti aussi en sécurité de toute votre vie.,Вы еще никогда не чувствовали себя настолько защищенно.,Você nunca se sentiu tão seguro em toda a sua vida.,Nunca te habías sentido tan seguro en tu puñetera vida.
<!MissingKey:174:Double rainbow all the way!>,Double rainbow all the way!,"Wer einen Regenbogen fängt, bekommt einen Topf voll Gold und den Physik-Nobelpreis.",只有极其幸运之人才能看到双重彩虹！,二重の虹は幸運の象徴なんだ。だから、今買わないと不幸が訪れるよ。,저 멀리 뻗은 쌍무지개입니다!,只有極其幸運之人才能看到雙重彩虹！,"Un double arc-en-ciel, en veux-tu en voilà !",Только самым везучим людям выпадает шанс увидеть двойную радугу!,Arco-íris duplo o tempo todo!,¡Arcoíris doble a tope!
"<!MissingKey:175:Yes, you can use it to make ear holes, but you should not.>","Yes, you can use it to make ear holes, but you should not.","Ja, man kann sich damit Ohrlöcher stechen – das ist kein Grund es zu tun.",可以用来打耳洞，但是不建议这样做。,耳たぶにピアスの穴を開けるのにも使えるよ。絶対オススメしないけど。,"귀를 뚫는데 써도 문제될 건 없지만, 추천드리진 않습니다.",可以用來打耳洞，但是不建議這樣做。,"Oui, vous pouvez l'utiliser pour vous percer les oreilles, mais vous ne devriez pas.","Подойдет и для жарки белки на костре, но лучше использовать по назначению.","Sim, dá para usá-la para furar a orelha, mas não é uma boa ideia.","Sí, se puede usar para atravesar cabezas, pero no es lo ideal."
"<!MissingKey:176:What is this crooked thing? Oh, okay.>","What is this crooked thing? Oh, okay.",Das krumme Ding hat doch Dreck am Stecken.,但是我这里不卖羊哎？,上部が曲がっているのは、首にひっかけて羊を引き戻すためらしい。この知識があれば、配置が難しいのも許せる…かもしれない。,"이 구부러진 건 뭐지? 아, 흠.",但是我這裏不賣羊哎？,"Qu'est-ce que c'est que ce truc tordu ? Ah, je vois.","Что за кривая палка? Ладно, уже не интересно...","O que é essa coisa torta? Ah, entendi.","¿Qué es esta cosa retorcida? Ah, bueno."
"<!MissingKey:177:Also known as “The Fairy King's Butterknife”, and as “The Sparkling Slasher”.>","Also known as “The Fairy King's Butterknife”, and as “The Sparkling Slasher”.","Auch genannt „Des Feenkönigs Buttermesser“, oder auch „Der Glitzerschlitzer“.",被称为“精灵王的黄油刀”，但是别真的用来刮黄油。,光と闇とその他もろもろが合わさり最強に見える。,"""요정왕의 버터나이프""나 ""스파클링 슬래셔"" 같은 이름으로 불리기도 합니다.",被稱為“精靈王的黃油刀”，但是別真的用來刮黃油。,"Également connue sous le nom de ""Couteau à beurre du roi"" et de ""Tueur étincelant"".",Также известен как «Масляный нож короля фей» и «Сверкающий убийца».,"Também leva o nome ""Faca do Rei das Fadas"" e como ""O Cortador Cintilante"".",También conocida como «El cuchillo de la reina hada» o «La hoja multicolor».
"<!MissingKey:178:What time is it? IT’S SLIME TIME! You know, slime time can be at different times, but it’s never at 6 o’clock.>","What time is it? IT’S SLIME TIME! You know, slime time can be at different times, but it’s never at 6 o’clock.","Wie spät es ist? Es ist SCHLEIMZEIT! (Schleimzeit ist immer, außer frühs um 6.)",黏黏的派对比较疯狂，做好心理准备。,レッツ・スライムタイム！,"지금 몇 시죠? 슬라임 타임입니다! 슬라임 타임은 매번 달라지지만, 확실한 건 6시는 아닙니다.",黏呼呼的派對比較瘋狂，做好心理準備。,"Quelle heure est-il ? L'HEURE DE L'INSTANT GLUANT, BIEN SÛR ! Il peut avoir lieu à toutes heures, mais jamais à 18 heures, attention.","Который час? Слайм-тайм! Слайм-тайм может наступить в любое время, но только не в полдень!","Que horas são? É HORA DO SLIME! Sabe, a hora do slime pode ser em momentos diferentes, mas nunca é às 6 horas.","¿Qué hora es? ¡Es hora de viscosidades! No es a ninguna hora en específico, pero NUNCA puede ser a las seis."
"<!MissingKey:179:Getting this up and down the shelves wasn't easy, please respect that.>","Getting this up and down the shelves wasn't easy, please respect that.","Das war kein Spaß, den aufs Regal zu kriegen.",把这个从货架上搬下来挺难的，我不想搬回去了。,コレを棚から上げ下ろしするのは大変なんだ。労ってよね。,선반에 올리고 내리는 게 쉬운 일은 아니랍니다. 칭찬 한번 해주세요.,把這個從貨架上搬下來挺難的，我不想搬回去了。,"Si vous croyez que ça été facile à mettre en rayon, alors un peu de respect, je vous prie.",Ее непросто затаскивать на полку или снимать. Не заставляйте меня делать это снова.,"Tirar isto das prateleiras e pôr de volta não foi fácil, então tenha respeito, por favor.","Poner y quitar esto de la estantería no ha sido una tarea fácil, un respeto."
"<!MissingKey:180:Just because it looks $h[a tiny bit] cursed, doesn't mean it is, ok?>","Just because it looks $h[a tiny bit] cursed, doesn't mean it is, ok?","Nur weil es ein bisschen verflucht aussieht, heißt das ja noch gar nichts.",虽然看起来$h[有点]被诅咒的样子，其实并没有。,$h[ほんのちょっぴり]呪われてるっぽく見えるからって、呪われてるとは限らないよ。でしょ？,"$h[아주 약간] 저주받은 것처럼 생겼다고 해서, 꼭 그런 건 아니랍니다.",雖然看起來$h[有點]被詛咒的樣子，但其實並沒有。,"Ce n'est pas parce qu'elle a l'air $h[un tout petit peu] maudite, qu'elle l'est, d'accord ?","Не стоить делать поспешных выводов. Если он выглядит $h[слегка] проклятым, это еще ничего не значит.","Só porque parece um $h[bocadinho] amaldiçoado, não significa que seja, tá?","Sí, parece $h[un pelín] maldito, pero las apariencias engañan, ¿vale?"
"<!MissingKey:181:What, a bow AND an arrow for the price of one? An incredible deal!>","What, a bow AND an arrow for the price of one? An incredible deal!",Pfeil UND Bogen in nur einem Angebot?! Heute muss dein Glückstag sein!,买弓附赠箭哦，超值优惠！,弓と矢がセットでこのお値段！ しかも今ならなんと、弓をもう1個お付けしてお値段はそのまま！,하나 사는 가격에 활과 화살을 모두 얻을 수 있다니!,買弓附贈箭哦，超值優惠！,Mais quoi ? Un arc et une flèche pour le prix d'un ? Quelle aubaine !,"И лук, и стрелы? Два по цене одного? Отличная сделка!",Como é!? Um arco E uma flecha pelo preço de um!? Que negócio imperdível!,¡Paga el arco y llévate una flecha de regalo! ¡Menudo chollo!
<!MissingKey:182:A bad diet is worse than any monster.>,A bad diet is worse than any monster.,Eine falsche Ernährung ist schlimmer als jedes Monster.,注意饮食均衡！,どんなモンスターより怖いのは、悪い食生活だよ。,좋지 않은 식단은 그 어떤 괴물보다도 나쁘답니다.,注意飲食均衡！,Un mauvais régime alimentaire est pire que n'importe quel monstre.,Плохое питание хуже любого монстра.,Pior que qualquer monstro é uma alimentação ruim.,Una dieta pobre es peor que cualquier monstruo.
"<!MissingKey:183:Everyone is unique, but some are uniquer!>","Everyone is unique, but some are uniquer!","Jeder ist einzigartig, aber ich ganz besonders!",每个人都很特别，但是有些人更加特别！,意外にこれ知られてないんですけど、ユニークアイテムは個性的なんです。,"모든 사람은 특별하지만, 더 특별한 사람도 있죠!",每個人都很特別，但是有些人更加特別！,"Bien sûr que tout le monde est unique, mais certains le sont plus que d'autres !","Каждое существо уникально, но некоторые уникальнее других!","Todos são únicos, mas alguns são mais únicos!","Todo el mundo es único, ¡pero algunos lo son aún más!"
<!MissingKey:184:A little bit of this and a lot of that! Nice!>,A little bit of this and a lot of that! Nice!,Ein bisschen hiervon und eine Riesenmenge davon! Super!,加一点这个，加一点那个！,こんなちょっとで、あんなたくさん！やった！,"이것도 넣고, 저것도 넣고! 좋아!",加一點這個，加一點那個！,Un peu de ceci et beaucoup de ça ! Parfait !,"Нальем немного этого, немного того...",Um pouquinho disto e um montão daquilo! Boa!,"¡Un poquito de esto, un muchito de lo otro...! ¡Listo!"
<!MissingKey:185:The highest evolution of a matchstick.>,The highest evolution of a matchstick.,Die höchste Form des Streichholzes.,火柴的最终形态。,マッチ棒の究極進化系がコレだよ。,성냥개비의 최종 진화 버전입니다.,火柴的最終形態。,Le sommet de l'évolution d’une allumette.,Высшая стадия эволюция спички.,A maior evolução de um palito de fósforo.,La forma final de la cerilla.
<!MissingKey:186:It just likes mana sooo much!>,It just likes mana sooo much!,Es mag Mana einfach sooo gern!,简直是个魔法海绵！,この剣は、マナがすーっごく大好きなんだ！この間ついにマナに告白したらしいよ。,마나를 너무너무 좋아하는 친구랍니다!,簡直就像魔法海綿！,C'est un pur concentré de mana !,Он просто обожает ману!,Ela aaama mana!,¡Es que le encanta el maná!
<!MissingKey:187:It can even cut cold butter.>,It can even cut cold butter.,Es schneidet durch Butter wie durch... äh.,你是不是看了很多用烧红的刀切东西的视频，现在可以亲自尝试了。,冷えてカチカチになったバターもスルッと切れるよ。,차가운 버터도 자를 수 있답니다.,你是不是看了很多用燒紅的刀切東西的影片，現在可以親自嘗試了。,"Elle peut trancher absolument tout, même le beurre froid !",Нарезает даже масло из бабушкиной морозилки.,Corta até manteiga gelada.,Puede cortar la mantequilla recién sacada de la nevera.
<!MissingKey:188:Someone stole one of these and I felt so... betrayed.>,Someone stole one of these and I felt so... betrayed.,Jemand hat mir mal hinterrücks den Dolch geklaut – so ein Verrat!,有人偷了我的匕首存货，现在他的坟头草已经2米高了。,女の子の偽名として使うには賛否が分かれるかもしれない。,이걸 누가 훔쳐갔을 때는 정말 깊은 배신감이 들었습니다.,有人偷了我的匕首存貨，現在他已經去見上帝了。,Je m'en suis déjà fait voler une et… le sentiment de trahison était immense.,У меня как-то украли один. Словно нож в спину...,Alguém roubou uma destas e eu me senti tão... traído.,El daño que la daga haga abre llagas y te deja en bra... Mejor no sigo.
"<!MissingKey:189:You can keep what you find, just don't talk to anyone about anything.>","You can keep what you find, just don't talk to anyone about anything.","Du darfst alles behalten, was du ausgräbst, aber sprich mit niemandem darüber.",挖到的东西你可以自己留着，别到处说就行。,掘り出したモノは取っておいていいけど、そのことは誰にも話さないようにね。,"찾아내는 건 가지셔도 되니, 다른 사람들한테 말하지만 마세요.",挖到的東西你可以自己留著，別到處說就行。,"Vous pouvez garder ce que vous trouverez, mais ne le dites à personne.","Вы можете оставить себе все, что откопаете. Но никому о ней не рассказывайте.","Você pode ficar com o que encontrar, só não conte para ninguém.","Lo que encuentras, te lo quedas, pero no se lo cuentes a nadie."
"<!MissingKey:190:Don't ask me what it does, but I know it does something.>","Don't ask me what it does, but I know it does something.","Ich weiß nicht, was es macht, aber irgendwas macht es!",别问我这玩意有啥用，反正有用就是了。,なんで未鑑定品を売っているのかって？そりゃ経費さくげ……ワクワク感をお届けするためさ！,"이게 뭘 하는진 모르지만, 뭔가 할 거라는 것만은 확실합니다.",別問我這玩意有啥用，反正有用就是了。,"Ne me demandez pas ce qu'elle fait, mais je sais qu'elle fait quelque chose.","Даже не спрашивайте меня, что делает эта штука. Но что-то она точно делает.","Não me pergunte o que ele faz, só sei que faz alguma coisa.","No me preguntes qué hace porque no lo sé, pero algo hará."
<!MissingKey:191:Knuckle up!>,Knuckle up!,Für einen gleichermaßen coolen und gewalttätigen Eindruck.,吃我一拳！,正々堂々、拳だけで語り合おう。,제대로 한판 붙어보시죠!,吃我一拳！,"De quoi leur faire la tête au ""jarret"" !",В рукопашную!,Prepare os punhos!,¡Puños arriba!
<!MissingKey:192:The mana condenses in the middle.>,The mana condenses in the middle.,Das Mana sammelt sich in der Mitte.,中间聚集着魔法之力。,中心にはマナがぎっしり集まってるんだ。,중심부에 마력이 응축되어 있습니다.,中間聚集著魔法之力。,C'est au milieu que se concentre tout le mana.,В центре листа сгущается мана.,A mana se condensa no meio.,El maná se condensa en el centro.
<!MissingKey:193:It gets better before it gets worse before it finally gets better.>,It gets better before it gets worse before it finally gets better.,"Bevor es besser werden kann, muss es erst schlimmer werden, und dann noch schlimmer.",生气有害健康，但是是对手的健康。,"イラッ…いや、怒りを抑えなくちゃ。1, 2, 3……ああぁああぁぁあああぁああああ！！！","더 화나기 전에 좀 괜찮아졌고, 이젠 완전히 풀렸습니다.",生氣有害健康，但是是對手的健康。,Les choses s'améliorent toujours avant de s'aggraver puis de s'améliorer.,"Так всегда: сначала лучше, а потом хуже, чтобы, наконец-то, все стало лучше.","Fica melhor antes de piorar, antes de finalmente melhorar.",La cosa mejora y luego empeora y al final termina por mejorar.
<!MissingKey:194:It takes months to gather and ripen enough pestilence for a single flask.>,It takes months to gather and ripen enough pestilence for a single flask.,"Es ist ein aufwendiger Prozess, so viel Pest zu kultivieren.",我可是花了几个月的时间才酿出这么一瓶。,疫毒をひとつのフラスコに集めて数か月熟成させたものがこちらになります。,플라스크 하나 분량의 독을 모으고 숙성시키는 데는 몇 달이 걸립니다.,我可是花了幾個月的時間才釀出這麼一瓶。,Il faut des mois pour rassembler et faire mûrir assez de pestilence pour remplir une simple flasque.,"Нужны месяцы, чтобы наполнить один флакон готовым ядом.",Leva meses para coletar e amadurecer pestilência suficiente para um único frasco.,Se tarda meses en que madure la suficiente pestilencia para una sola poción.
"<!MissingKey:195:If you wanna take some, I'm not judging.>","If you wanna take some, I'm not judging.","Nimm dir ruhig was, ich verurteile dich nicht.",想吃零食就拿，别客气。,コレをつまみ食いしたとして、キミを責めたりはしないよ。,먹어보고 싶으시다면 말리진 않겠습니다.,想吃零食就拿，別客氣。,"Si vous en voulez une, je ne vous jugerai pas.","Если хотите взять немного, я не буду осуждать.","Se você quiser comer algumas, não vou julgar.","Aunque diga que es para mascotas, come si tienes hambre."
"<!MissingKey:196:Sit on it, but be careful, okay?>","Sit on it, but be careful, okay?",Setz dich ganz ganz vorsichtig darauf.,上面可以坐人，但是别把蛋坐破了。,上に座って温めよう。でも、気をつけてね。,조심스럽게 위에 앉아보세요.,上面可以坐人，但是別把蛋坐破了。,"Asseyez-vous dessus, mais faites attention.","Любое яйцо нужно высиживать. Но не переусердствуйте, ладно?","Pode se sentar em cima dele, mas com cuidado, tá?","Puedes sentarte encima, pero con cuidado."
<!MissingKey:197:Just looking at it makes you dizzy.>,Just looking at it makes you dizzy.,Schon beim Anblick wird mir schwummrig.,直视面具会让人产生眩晕感。,見るだけでクラクラしてくる一品だよ。,쳐다보기만 해도 뭔가 어지럽네요.,直視面具會讓人產生眩暈感。,Le simple fait de le regarder vous fait tourner la tête.,"Смотрит прямо в душу, и от этого не по себе...",Fico zonzo só de olhar para ela.,Solo con mirarla ya te mareas.
