key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:196:Cheese Goobert>,Cheese Goobert,Käseschlotzbert,奶酪黏黏,チーズ・スラバート,치즈 슬돌이,乳酪黏呼呼,Viskeu fromage,Сырный Слаймер,Gosberto de Queijo,Viscosino quesero
<!MissingKey:197:Strong Mana Potion>,Strong Mana Potion,Starker Manatrank,强力魔法魔药,ハイマナポーション,강력한 마나 포션,強效魔法魔藥,Potion de mana forte,Усиленное зелье маны,Poção de Mana Potente,Poción de maná potente
<!MissingKey:198:$t[$p1 $affected item activations:] Gain $p2 maximum health and $p3 random buffs.>,$t[$p1 $affected item activations:] Gain $p2 maximum health and $p3 random buffs.,$t[$p1 $affected Gegenstand-Aktivierungen:] Erhalte $p2 Maximalleben und $p3 zufällige Buffs.,$t[$affected的物品激活达到$p1次：]获得$p2点最大生命值和$p3层随机增益效果。,$t[$affectedにあるアイテム$p1回発動時：]体力最大値が$p2増え、$p3バフを獲得する,"$t[$affected에 위치한 아이템이 $p1회 발동 시:] 최대 체력을 $p2 획득하고, 무작위 버프를 $p3개 획득합니다.",$t[$p1個$affected的物品被發動時：]獲得$p2點最大生命值和$p3層隨機增益效果。,$t[En activant l'objet $affected $p1 fois :] gagnez $p2 des PV max et $p3 bonus aléatoires.,$t[При срабатывании $p1 $affected предметов:] повышает максимальное здоровье на $p2 ед. и добавляет до $p3 случайных усилений.,$t[$p1 ativações de item $affected:] Ganhe $p2 de vida máxima e $p3 buffs aleatórios.,$t[Al activar $p1 $affected objetos:] Obtiene $p2 PS máx. y $p3 ventajas al azar.
<!MissingKey:199:Blood Manipulation>,Blood Manipulation,Blutkontrolle,鲜血支配,血操術,혈액 조작,鮮血支配,Manipulation de sang,Управление кровью,Manipulação de Sangue,Manipulación de la sangre
<!MissingKey:200:$t[$h[Stone] or $h[Stone Golem] dealt damage:] \~Gain $p_blockfordam% of the damage as $bl. $t[While you have $bl:] You take -$p_damreduction% damage.>,$t[$h[Stone] or $h[Stone Golem] dealt damage:] \~Gain $p_blockfordam% of the damage as $bl. $t[While you have $bl:] You take -$p_damreduction% damage.,$t[$h[Stein] oder $h[Steingolem] verursacht Schaden:] Erhalte $p_blockfordam% des Schadens als $bl. $t[Während du $bl hast:] Du erleidest -$p_damreduction% Schaden.,$t[当使用$h[石头]或者$h[巨石像]造成伤害时：]获得伤害的$p_blockfordam%作为$bl。$t[当你拥有$bl时：]受到的伤害-$p_damreduction%。,$t[$h[石]または$h[ストーンゴーレム]で与ダメージ時：]与ダメージの$p_blockfordam%を $bl として獲得する $t[$bl がある間：]受けるダメージ -$p_damreduction%,$t[$h[돌멩이]나 $h[돌 골렘]이 피해를 가할 시:] 가한 피해의 $p_blockfordam%만큼 $bl를 획득합니다. $t[$bl를 보유한 동안:] 받는 피해가 $p_damreduction% 감소합니다.,$t[當使用$h[石頭]或者$h[巨石像]造成傷害時：]獲得傷害的$p_blockfordam%作為$bl。$t[當你擁有$bl時：]受到的傷害-$p_damreduction%。,$t[$h[Pierre] ou $h[Golem de pierre] infligent des dégâts :] gagnez $p_blockfordam % des dégâts en tant que $bl. $t[Tant que vous avez $bl :] vous subissez $p_damreduction % de dégâts en moins.,$t[Когда $h[камень] или $h[Каменный голем] наносят урон:] конвертирует $p_blockfordam% урона в $bl. $t[Когда у героя есть $bl:] герой получает на $p_damreduction% меньше урона.,$t[Quando $h[Pedra] ou $h[Golem de Pedra] causar dano:] Ganha $p_blockfordam% do dano como $bl. $t[Enquanto tiver $bl:] Você recebe -$p_damreduction% de dano.,$t[Al infligir daño con $h[piedra] o $h[gólem de piedra]:] Obtiene un $p_blockfordam % del daño como $bl. $t[Mientras se tiene $bl:] -$p_damreduction % de daño recibido.
<!MissingKey:201:$t[Start of battle:] Gain $p_heat $heat. >,"$t[Start of battle:] Gain $p_heat $heat. 

 Effect durations of $affected items are increased by $p_bonusdur%.","$t[Bei Kampfbeginn:] Erhalte $p_heat $heat. 

 Effektdauern der $affected Gegenstände sind $p_bonusdur% länger.","$t[战斗开始时：]获得$p_heat层$heat。

 $affected的物品效果持续时间增加$p_bonusdur%。","$t[バトル開始時：]$p_heat $heat を獲得する 

$affectedにあるアイテムの効果時間 +$p_bonusdur%","$t[전투 시작 시:] $heat를 $p_heat 획득합니다.

$affected에 위치한 아이템의 효과 지속 시간이 $p_bonusdur% 증가합니다.","$t[戰鬥開始時：]獲得$p_heat層$heat。

 $affected的物品效果持續時間增加$p_bonusdur%。","$t[Au début du combat :] gagnez $p_heat$heat. 

 Les durées d'effet des objets $affected augmentent de $p_bonusdur %.","$t[Начало боя:] добавляет $p_heat $heat. 

 Длительность действия эффектов $affected предметов увеличивается на $p_bonusdur%.","$t[Início da batalha:] Ganha $p_heat $heat. 

 A duração dos efeitos dos itens $affected aumenta em $p_bonusdur%.","$t[Al comienzo de la batalla:] Obtiene $p_heat de $heat. 

 La duración de los efectos de los $affected objetos aumenta un $p_bonusdur %."
<!MissingKey:202:$h[Daggers] attack $p_speed% faster. $t[After $cds:] Your $h[Weapons] deal +$p_dam% damage. >,"$h[Daggers] attack $p_speed% faster. $t[After $cds:] Your $h[Weapons] deal +$p_dam% damage. 

 Triggers $p_speed2% faster for each \~$affected $h[Dagger].","$h[Dolche] greifen $p_speed% schneller an. $t[Nach $cds:] Deine $h[Waffen] verursachen +$p_dam% Schaden. 

 Aktiviert $p_speed2% schneller pro $affected $h[Dolch].","$h[匕首武器]攻击速度快$p_speed%。$t[$cds后：]你的$h[武器]造成的伤害+$p_dam%。

每有一个$affected的$h[匕首]，刀刀见血的效果触发快$p_speed2%。","$h[ダガー]の使用速度が$p_speed%が上がる $t[$cd秒後：]$h[武器]の与ダメージ +$p_dam% 

$affectedにある$h[ダガー]1個につき使用速度が$p_speed2%上がる","$h[단검]이 $p_speed% 빠르게 공격합니다. $t[$cd초 후:] 내 $h[무기]의 피해량이 $p_dam% 증가합니다.

$affected에 위치한 $h[단검]마다 $p_speed2% 빠르게 발동합니다.","$h[匕首武器]攻擊速度快$p_speed%。$t[$cds後：]你的$h[武器]造成的傷害+$p_dam%。

每有一個$affected的$h[匕首]，刀刀見血的效果觸發快$p_speed2%。","Les $h[Dagues] attaquent $p_speed % plus vite. $t[Après $cd s :] vos $h[Armes] infligent +$p_dam % de dégâts. 

 Se déclenche $p_speed2 % plus vite pour chaque $h[Dague] $affected.","$h[Кинжалы] атакуют на $p_speed% чаще. $t[Через $cd сек.:] $h[оружие] героя наносит +$p_dam% урона. 

 Срабатывает на $p_speed2% чаще за каждый $affected $h[кинжал].","$h[Adagas] atacam $p_speed% mais rápido. $t[Após $cd s:] Suas $h[Armas] causam +$p_dam% de dano. 

 Ativa $p_speed2% mais rápido para cada $h[Adaga] $affected.","Las $h[dagas] atacan un $p_speed % más rápido. $t[Tras $cd s:] Tus $h[armas] infligen +$p_dam % de daño. 

 Se activa un $p_speed2 % más rápido por cada $h[daga] $affected."
<!MissingKey:203:$t[On reveal:] >,"$t[On reveal:] 
 Reflect $p_reflect debuffs. 
 If there are no duplicate cards before, steal $p_steal buffs.","$t[Beim Aufdecken:] Reflektiere \~$p_reflect Debuffs. 
 Wenn die vorhergehenden Karten keine Duplikate haben, stehle $p_steal Buffs.","$t[翻开时：]
反弹$p_reflect层减益效果。
如果之前没有重复的卡牌，偷取$p_steal层增益效果。","$t[めくる時：]
$p_reflectデバフを反射する
前にめくったカードが重複していない場合、$p_stealバフを奪う","$t[공개 시:]
디버프를 $p_reflect개 반사합니다.
이전에 있었던 카드 중 중복되는 카드가 없을 경우, 버프를 $p_steal개 빼앗습니다.","$t[翻開時：]
反彈$p_reflect層減益效果。
如果之前沒有重複的卡牌，偷取$p_steal層增益效果。","$t[Par tirage :] 
 renvoyez $p_reflect malus. 
 S'il n'y a pas de cartes en double avant, volez $p_steal bonus.","$t[При раскрытии:] 
 Отражает до $p_reflect негативных эффектов. 
 Если карты в предшествующей цепочке не повторяются, крадет до $p_steal усилений.","$t[Ao revelar:] 
 Reflete $p_reflect debuffs. 
 Se não houver cartas repetidas antes, rouba $p_steal buffs.","$t[Al revelarse:] 
 Devuelve $p_reflect desventajas. 
 Si no hay cartas duplicadas antes, roba $p_steal ventajas."
<!MissingKey:204:Solaris>,Solaris,Solaris,太阳之力,ソラリス,솔라리스,太陽之力,Solaris,Солнце,Solaris,Solaris
<!MissingKey:205:Fortuna's Hope>,Fortuna's Hope,Fortunas Hoffnung,天命短弓,フォルトゥナの願い弓,포르투나의 희망,天命短弓,Espoir de Fortuna,Лук Фортуны,Esperança de Fortuna,Esperanza de la Fortuna
<!MissingKey:206:Damage taken reduced by $p1%. >,"Damage taken reduced by $p1%. 

 $rage[Battle Rage] lasts $p2s longer for each $affected $nature-item. $t[Every $cds during $rage[Battle Rage]:] Heal for $p3 and gain $p4 $mana.","Eingehender Schaden ist um $p1% reduziert. 

 $rage[Kampfrausch] hält $p2s länger an für jeden $affected $nature-Gegenstand. $t[Alle $cds während $rage[Kampfrausch]:] Heile um $p3 und erhalte $p4 $mana.","受到的伤害减少$p1%。

每有一个$affected的$nature物品，$rage[狂战士之怒]持续时间加长$p2s。$t[$rage[狂战士之怒]期间每$cds：]恢复$p3点生命值并获得$p4点$mana。","受けるダメージが$p1%減る 

 $affectedにある $nature アイテム1個につき$rage[バーサク]持続時間 +$p2秒 $t[$rage[バーサク]中$cd秒毎：]体力を$p3回復し、$p4 $mana を獲得する","받는 피해가 $p1% 감소합니다.

$affected에 위치한 $nature 아이템마다 $rage[전투 격노]가 $p2초 더 길게 지속됩니다. $t[$rage[전투 격노] 동안 $cd초마다:] 체력을 $p3 회복하고 $mana를 $p4 획득합니다.","受到的傷害減少$p1%。

每有一個$affected的$nature物品，$rage[狂戰士之怒]持續時間加長$p2s。$t[$rage[狂戰士之怒]期間每$cds：]恢復$p3點生命值並獲得$p4點$mana。","Dégâts subis réduits de $p1 %. 

 Le mode $rage[Rage de combat] dure $p2 s plus longtemps pour chaque objet $nature $affected. $t[Toutes les $cd s pendant le mode $rage[Rage de combat] :] guérissez de $p3 et gagnez $p4 $mana.","Получаемый героем урон сжижается на $p1%. 

 $rage[Ярость] длится на $p2 сек. дольше за каждый $affected $nature предмет. $t[Раз в $cd сек. во время $rage[ярости]:] восстанавливает $p3 ед. здоровья и добавляет $p4 $mana.","Diminui o dano sofrido em $p1%. 

 $rage[Fúria de Combate] dura $p2 s a mais por cada item-$nature $affected. $t[A cada $cd s durante $rage[Fúria de Combate]:] Restaura $p3 de vida e ganha $p4 $mana.","El daño recibido se reduce en un $p1 %. 

 La $rage[Rabia de batalla] dura $p2 s más por cada objeto $nature $affected. $t[Cada $cd s durante la $rage[Rabia de batalla]:] Recupera $p3 PS y obtiene $p4 $mana."
<!MissingKey:207:Cubert>,Cubert,Eckbert,方块黏黏,キューバート,각돌이,方塊黏呼呼,Cubeu,Кубер,Quaberto,Cuadradino
<!MissingKey:208:$t[Start of battle:] Inflict $p_cold $cold. >,"$t[Start of battle:] Inflict $p_cold $cold. 

 Your opponent gains $p_healthreduction% less maximum health from items. ","$t[Kampfbeginn:] Verursache $p_cold $cold. 

 Dein Gegner erhält $p_healthreduction% weniger Maximalleben von Gegenständen.","$t[战斗开始时：]向对手施加$p_cold层$cold。

对手物品的最大生命值提升效果降低$p_healthreduction%。 ","$t[バトル開始時：]$p_cold $cold を付与する 

相手のアイテムによる体力最大値増加が$p_healthreduction%少なくなる","$t[전투 시작 시:] $cold를 $p_cold 부여합니다.

상대가 아이템을 통해 얻는 최대 체력이 $p_healthreduction% 감소합니다.","$t[戰鬥開始時：]向對手施加$p_cold層$cold。 

對手物品的最大生命值提升效果降低$p_healthreduction%。 ","$t[Au début du combat :] infligez $p_cold $cold. 

 Votre adversaire gagne $p_healthreduction % de PV max en moins des objets.","$t[Начало боя:] накладывает на противника $p_cold $cold. 

 Противник получает на $p_healthreduction% меньше здоровья от предметов.","$t[Início da batalha:] Inflige $p_cold $cold. 

 Seu oponente ganha $p_healthreduction% menos de vida máxima de itens.","$t[Al comienzo de la batalla:] Inflige $p_cold $cold. 

 Tu rival gana un $p_healthreduction % menos de PS máx. de los objetos."
<!MissingKey:209:$t[On hit:] Gain $p1 damage.>,$t[On hit:] Gain $p1 damage.,$t[Bei Treffer:] Erhöhe Schaden um $p1.,$t[击中对手时：]获得+$p1伤害加成。,$t[ヒット時：]ダメージ値が$p1増える,$t[적중 시:] 가하는 피해가 $p1 증가합니다.,$t[命中對手時：]獲得+$p1點的傷害加成。,$t[Par coup :] gagnez +$p1 de dégâts.,$t[При попадании:] добавляет +$p1 ед. к урону.,$t[Ao acertar:] Ganhe +$p1 de dano.,$t[Al golpear:] Inflige $p1 más de daño.
<!MissingKey:210:$chance% chance to resist $poison. $t[During $rage[Battle Rage]:] $affected items trigger $p1% faster.>,$chance% chance to resist $poison. $t[During $rage[Battle Rage]:] $affected items trigger $p1% faster.,"$chance% Chance, $poison zu widerstehen. $t[Während $rage[Kampfrausch]:] $affected Gegenstände aktivieren $p1% schneller.",有$chance%的几率抵抗$poison。$t[$rage[狂战士之怒]期间：]$affected的物品触发快$p1%。,$chance%の確率で $poison を無効化する $t[$rage[バーサク]中：]$affectedにあるアイテムの使用速度が$p1%上がる,$chance%의 확률로 $poison에 저항합니다. $t[$rage[전투 격노] 동안:] $affected에 위치한 아이템이 $p1% 빠르게 발동합니다.,有$chance%的機率抵抗$poison。$t[$rage[戰鬥狂怒]期間：]$affected的物品觸發速度加快$p1%。,$chance % de chance de résister à $poison. $t[En mode $rage[Rage de combat] :] les objets $affected se déclenchent $p1% plus vite.,Шанс $chance% игнорировать $poison. $t[Во время $rage[ярости]:] $affected предметы срабатывают на $p1% чаще.,$chance% de chance de resistir a $poison. $t[Durante $rage[Fúria de Combate]:] os itens $affected ativam-se $p1% mais rápido.,$chance % de probabilidad de resistir $poison. $t[Durante la $rage[Rabia de batalla]:] Los $affected objetos se activan un $p1 % más rápido.
<!MissingKey:211:Wisdom Puppy>,Wisdom Puppy,Welpe der Weisheit,睿智狼崽,聡明な子狼,현명한 멍멍이,睿智狼崽,Louveteau de sagesse,Мудрый щенок,Filhote da Sabedoria,Cachorro de la sabiduría
<!MissingKey:212:$t[On hit:] Steal a random buff. >,"$t[On hit:] Steal a random buff. 

 Triggers $p1% faster for each $affected $h[Pet] or $h[Food].","$t[Bei Treffer:] Stehle einen zufälligen Buff. 

 Aktiviert $p1% schneller pro \~$affected $h[Gefährte] und $h[Essen].","$t[击中对手：]随机偷取对手一个增益效果。

每有一个$affected的$h[宠物]或者$h[食物]，松鼠射手的效果触发快$p1%。","$t[ヒット時：]1バフを奪う 

$affectedにある$h[ペット]または$h[食べ物]1つにつき使用速度が$p1%上がる","$t[적중 시:] 무작위 버프를 빼앗습니다.

$affected에 위치한 $h[펫]이나 $h[음식]마다 $p1% 빠르게 발동합니다.","$t[擊中對手：]隨機偷取對手一個增益效果。

每有一個$affected的$h[寵物]或者$h[食物]，松鼠射手的效果觸發快$p1%。","$t[Par coup :] volez un bonus aléatoire. 

 Se déclenche $p1 % plus vite pour chaque $h[Familier] ou $h[Nourriture] $affected.","$t[При попадании:] крадет случайное усиление. 

 Срабатывает на $p1% чаще за каждый $affected предмет типа $h[питомец] или $h[еда].","$t[Ao acertar:] Rouba um buff aleatório. 

 Ativa $p1% mais rápido por cada $h[Animal] ou $h[Alimento] $affected.","$t[Al golpear:] Roba una ventaja al azar. 

 Se activa un $p1 % más rápido por cada $h[mascota] o $h[comida] $affected."
<!MissingKey:213:$t[On attack:] Use $p_mana $mana to gain $p_dam damage and inflict $p_poison $poison for each $p_damforpoison damage dealt. >,"$t[On attack:] Use $p_mana $mana to gain $p_dam damage and inflict $p_poison $poison for each $p_damforpoison damage dealt. 

 You have $chance% chance to duplicate $poison you inflict.","$t[Bei Angriff:] Nutze $p_mana $mana, um den Schaden um $p_dam zu erhöhen und pro $p_damforpoison verursachter Schadenpunkte $p_poison $poison zu verursachen.

 Du hast $chance% Chance, verursachtes $poison zu duplizieren.","$t[攻击时：]消耗$p_mana点$mana来获得$p_dam点伤害加成。每造成$p_damforpoison点伤害，向对手施加$p_poison层$poison。

你有$chance%的几率施加双倍的$poison。","$t[攻撃時：]$p_mana $mana を消費して、ダメージ値が$p_dam増え、$p_damforpoisonダメージを与えるごとに$p_poison $poison を付与する

$poison を付与する時、$chance%の確率で追加の $poison を付与する","$t[공격 시:] $mana를 $p_mana 사용해 가하는 피해가 $p_dam 증가하고 피해를 $p_damforpoison 가할 때마다 $poison을 $p_poison 부여합니다.

$chance%의 확률로 부여한 $poison을 복제합니다.","$t[攻擊時：]消耗$p_mana點$mana來獲得$p_dam點傷害加成。每造成$p_damforpoison點傷害，向對手施加$p_poison層$poison。

你有$chance%的幾率施加雙倍的$poison。","$t[Par attaque :] utilisez $p_mana $mana pour gagner $p_dam de dégâts et infliger $p_poison $poison pour chaque dégât $p_damforpoison infligé.

 Vous avez $chance % de chances de dupliquer le $poison que vous infligez.","$t[При атаке:] использует $p_mana $mana, чтобы повысить урон на $p_dam ед. и наложить на противника $p_poison $poison за каждые $p_damforpoison ед. нанесенного урона. 

 Шанс $chance% повторно наложить на противника столько же $poison.","$t[Ao atacar:] Gasta $p_mana $mana para ganhar $p_dam de dano e infligir $p_poison $poison por cada $p_damforpoison de dano causado. 

 Você tem $chance% de chance de duplicar a $poison que você inflige.","$t[Al atacar:] Usa $p_mana $mana para ganar $p_dam de daño e infligir $p_poison $poison por cada $p_damforpoison de daño causado. 

 El rival tiene un $chance % menos de probabilidad de resistir a $poison."
<!MissingKey:214:Amulet of Steel>,Amulet of Steel,Stahlamulett,钢之护符,鋼鉄のアミュレット,강철 아뮬렛,鋼之護符,Amulette d'acier,Стальной амулет,Amuleto de Aço,Amuleto de acero
<!MissingKey:215:Deerwood Guardian>,Deerwood Guardian,Hirschtotem,鹿木守护,シカ神のトーテム,디어우드 수호자,鹿木守護,Gardien du bois aux cerfs,Хранитель леса,Cervo Guardião,Guardián forestal
<!MissingKey:216:Sale chance +$p_sales%. >,"Sale chance +$p_sales%. 

 $c[Value of $affected items > $p_gold1 $gold:] $chance% chance to resist critical hits. 
 $c[Value of $affected items > $p_gold2 $gold:] $godly[Godly] and $unique[Unique] items trigger \~$p_speed% faster.","Chance auf ein Angebot +$p_sales%. 

 $c[Wert der $affected Gegenstände > $p_gold1 $gold:] $chance% Chance, einen kritischen Treffer zu vermeiden. 
 $c[Wert der $affected Gegenstände > $p_gold2 $gold:] $godly[Göttliche] und $unique[einzigartige] Gegenstände aktivieren $p_speed% schneller.","商店打折几率+$p_sales%。

 $c[$affected的物品价值>$p_gold1 $gold时：]将有$chance%的几率抵挡暴击。
 $c[$affected的物品价值>$p_gold2 $gold时：] $godly[神级]/$unique[特别]物品触发快$p_speed%。","セール発生確率 +$p_sales% 

 $c[$affectedにあるアイテムの価値 > $p_gold1 $gold ]$chance%の確率でクリティカルを防止する 
 $c[$affectedにあるアイテムの価値 > $p_gold2 $gold ]$godly[ゴッド]および$unique[ユニーク]アイテムの使用速度が$p_speed%上がる","할인 확률이 $p_sales% 증가합니다.

$c[$affected에 위치한 아이템의 가치가 $p_gold1 $gold보다 높을 경우:] $chance%의 확률로 치명타에 저항합니다.
$c[$affected에 위치한 아이템의 가치가 $p_gold2 $gold보다 높을 경우:] $godly[신화]와 $unique[유니크] 아이템이 $p_speed% 빠르게 발동합니다.","商店打折幾率+$p_sales%。

 $c[$affected的物品價值>$p_gold1 $gold時：]將有$chance%的幾率抵擋暴擊。
 $c[$affected的物品價值>$p_gold2 $gold時：] $godly[神級]/$unique[特別]物品觸發快$p_speed%。","Chance de promotion +$p_sales %. 

 $c[Valeur des objets $affected > $p_gold1 $gold :] $chance % de chances de résister aux coups critiques. 
 $c[Valeur des objets $affected > $p_gold2 $gold :] les objets $godly[Divins] et $unique[Uniques] se déclenchent $p_speed % plus vite.","Шанс появления предметов со скидкой +$p_sales%. 

 $c[Если общая ценность $affected предметов > $p_gold1 $gold:] Шанс $chance% игнорировать критический урон. 
 $c[Если общая ценность $affected предметов > $p_gold2 $gold:] $godly[Божественные] и $unique[уникальные] предметы срабатывают на $p_speed% чаще.","Chance de promoção +$p_sales%. 

 $c[Preço dos itens $affected > $p_gold1 $gold:] $chance% de chance de resistir a acertos críticos. 
 $c[Preço dos itens $affected > $p_gold2 $gold:] Itens $godly[Divinos] e $unique[Únicos] se ativam $p_speed% mais rápido.","Hay un $p_sales % más de probabilidad de oferta. 

 $c[Valor de los $affected objetos > $p_gold1 $gold:] $chance % de probabilidad de resistir golpes críticos. 
 $c[Valor de los $affected objetos > $p_gold2 $gold:] Los objetos $godly[Gloriosos] y $unique[Únicos] se activan un $p_speed % más rápido."
<!MissingKey:217:$t[Start of battle:] Gain $block $bl + $p1 $bl for each $affected $magic-item. $t[Every $cds:] Gain $p2 $mana and reflect \~$p3 debuffs.>,$t[Start of battle:] Gain $block $bl + $p1 $bl for each $affected $magic-item. $t[Every $cds:] Gain $p2 $mana and reflect \~$p3 debuffs.,$t[Kampfbeginn:] Erhalte $block $bl + $p1 $bl für jeden $affected $magic-Gegenstand. $t[Alle $cds:] Erhalte $p2 $mana und reflektiere $p3 Debuffs.,$t[战斗开始时：]获得$block点$bl，每有一个$affected的$magic物品，获得$p1点$bl。$t[每$cds：]获得$p2点$mana并反弹$p3层减益效果。,$t[バトル開始時：]$block $bl を獲得する（$affectedにある $magic アイテム1個につき +$p1 $bl ） $t[$cd秒毎：]$p2 $mana を獲得し、$p3デバフを反射する,"$t[전투 시작 시:] $bl를 $block 획득하며, $affected에 위치한 $magic 아이템마다 $p1의 $bl를 추가로 획득합니다. $t[$cd초마다:] $mana를 $p2 획득하고 디버프를 $p3개 반사합니다.",$t[戰鬥開始時：]獲得$block點$bl，每有一個$affected的$magic物品，獲得$p1點$bl。$t[每$cd秒：]獲得$p2點$mana並反彈$p3層減益效果。,$t[Au début du combat :] gagnez $block $bl + $p1 $bl pour chaque objet $magic $affected. $t[Toutes les $cd s :] gagnez $p2 $mana et renvoyez $p3 malus.,$t[Начало боя:] добавляет $block $bl + $p1 $bl за каждый $affected $magic предмет. $t[Раз в $cd сек.:] добавляет $p2 $mana и отражает до $p3 негативных эффектов.,$t[Início da batalha:] Ganha $block $bl + $p1 $bl por cada item-$magic $affected. $t[A cada $cd s:] Ganha $p2 $mana e reflete $p3 debuffs.,$t[Al comienzo de la batalla:] Obtiene $block $bl + $p1 $bl por cada objeto $magic $affected. $t[Cada $cd s:] Obtiene $p2 $mana y devuelve $p3 desventajas.
<!MissingKey:218:Cleanse effects have $chance% chance to cleanse an additional debuff. $t[Every $cds:] Cleanse $p_debuffs debuffs and heal for $p_heal. >,"Cleanse effects have $chance% chance to cleanse an additional debuff. $t[Every $cds:] Cleanse $p_debuffs debuffs and heal for $p_heal. 

 Triggers $p_speed% faster for each \~$affected $h[Potion].","Debuffs zu entfernen hat $chance% Chance, einen weiteren Debuff zu entfernen. $t[Alle $cds:] Entferne $p_debuffs Debuffs und heile $p_heal. 

 Aktiviert $p_speed% schneller pro $affected $h[Trank].","净化类效果触发时有$chance%的几率再额外净化一层减益效果。$t[每$cds：]净化$p_debuffs层减益效果并恢复$p_heal点生命值。

每有一个$affected的$h[魔药]，效果触发快$p_speed%。","$chance%の確率でデバフ解除効果で解除できるデバフが1増える $t[$cd秒毎：]$p_debuffsデバフを解除し、体力を$p_heal回復する 

$affectedにある$h[ポーション]1個につき使用速度が$p_speed%上がる","정화 효과가 $chance% 확률로 추가로 디버프를 제거할 수 있게 됩니다. $t[$cd초마다:] 디버프를 $p_debuffs개 제거하고 체력을 $p_heal 회복합니다.

$affected에 위치한 $h[포션]마다 $p_speed% 빠르게 발동합니다.","淨化類效果觸發時有$chance%的幾率再額外淨化一層減益效果。$t[每$cds：]淨化$p_debuffs層減益效果並恢復$p_heal點生命值。

每有一個$affected的$h[魔藥]，效果觸發快$p_speed%。","Les effets de purge ont $chance % de chance de purger un malus supplémentaire. $t[Toutes les $cd s :] purgez $p_debuffs malus et guérissez de $p_heal. 

 Se déclenche $p_speed % plus vite pour chaque $h[Potion] $affected.","Снятие негативного эффекта получает шанс $chance% удалить доп. эффект. $t[Раз в $cd сек.:] снимает до $p_debuffs негативных эффектов и восстанавливает герою $p_heal здоровья. 

 Срабатывает на $p_speed% чаще за каждое $affected $h[зелье].","Efeitos de purificação têm $chance% de chance de purificar um debuff adicional. $t[A cada $cd s:] Purifica $p_debuffs debuffs e cura por $p_heal. 

 Aciona $p_speed% mais rápido para cada $h[Poção] $affected.","Los efectos de eliminación tienen un $chance % probabilidad de eliminar una desventaja adicional. $t[Cada $cd s:] Elimina $p_debuffs y cura $p_heal. 

 Se activa un $p_speed % más rápido por cada $h[poción] $affected."
<!MissingKey:219:Brass Knuckles>,Brass Knuckles,Schlagring,铜指虎,ブラスナックル,황동 너클,銅指虎,Jarret en cuivre,Медный кастет,Soco-inglês,Puño de acero
<!MissingKey:220:Extra Angy>,Extra Angy,Extra Ärger,愤怒加倍,さらなる怒り,분노 연장,憤怒加倍,Extra colérique,Запас злости,Extra Nervoso,Megaenfado
<!MissingKey:221:Frozen Flame>,Frozen Flame,Frostflamme,永冻之火,フローズンフレイム,얼어붙은 불꽃,永凍之火,Flamme de gel,Застывшее пламя,Chama Congelada,Llama congelada
<!MissingKey:222:Thornbloom>,Thornbloom,Dornenblüte,荆棘之花,ローズウィップ,가시꽃,荊棘之花,Bouton d'épines,Шипоцвет,Roseira,Flor con espinas
<!MissingKey:223:Dragonscale Armor>,Dragonscale Armor,Drachenpanzer,龙鳞护甲,竜鱗の鎧,용비늘 갑옷,龍鱗護甲,Armure d'écailles de dragon,Доспех драконоборца,Armadura de Escama de Dragão,Armadura draconiana
<!MissingKey:224:Attacks $p_speed% faster for each $mana (up to $p_max%).>,Attacks $p_speed% faster for each $mana (up to $p_max%).,Greift $p_speed% schneller an pro $mana (maximal $p_max%).,每有一点 $mana，攻击速度快$p_speed%（最高可达 $p_max%）。,$mana 1スタックにつき使用速度が$p_speed%上がる（最大$p_max%まで）,$mana마다 $p_speed% 빠르게 공격합니다 (최대 $p_max%).,每有一點 $mana，攻擊速度快$p_speed%（最高可達 $p_max%）。,Attaque $p_speed % plus vite pour chaque $mana (jusqu'à $p_max %).,Атакует на $p_speed% чаще за каждый эффект $mana (макс. до $p_max%),Ataca $p_speed% mais rápido para cada $mana (até $p_max%).,Ataca un $p_speed % más rápido por cada $mana (máximo $p_max %).
<!MissingKey:225:$t[Start of battle:] Inflict $p1 random debuffs. >,"$t[Start of battle:] Inflict $p1 random debuffs. 

 Hatches after $p2 rounds in your backpack.","$t[Kampfbeginn:] Verursache $p1 Debuffs. 

 Schlüpft nach $p2 Runden im Rucksack.","$t[战斗开始时：]向对手施加$p1层随机减益效果。

在你的背包中$p2回合后孵化。","$t[バトル開始時：]$p1デバフを付与する 

 バックパックに入れておくと$p2ラウンド後にふ化する","$t[전투 시작 시:] 무작위 디버프를 $p1개 부여합니다.

배낭 안에서 $p2 라운드 경과 시 부화합니다.","$t[戰鬥開始時：]向對手施加$p1層隨機減益效果。

在你的背包中$p2回合後孵化。","$t[Au début du combat :] infligez $p1 malus aléatoires. 

 Éclot après $p2 tours dans votre sac à dos.","$t[Начало боя:] накладывает на противника до $p1 случайных негативных эффектов. 

 Вылупляется после $p2 раундов в рюкзаке.","$t[Início da batalha:] Inflige $p1 debuffs aleatórios. 

 Choca-se após $p2 rodadas na sua mochila.","$t[Al comienzo de la batalla:] Inflige $p1 desventajas al azar. 

 Eclosiona tras $p2 rondas en la mochila."
