key,en,de,zh_Hans_CN,ja,ko,zh_Hant_TW,fr,ru,pt_BR,es
<!MissingKey:404:Magitecc Armor>,Magitecc Armor,Magitecc-Rüstung,魔工护甲,魔導の鎧,마공학 갑옷,魔工護甲,Armure magitecc,Магитек-броня,Armadura Magitec,Armadura tecnomágica
<!MissingKey:405:It's a bit whetter now.>,It's a bit whetter now.,"Ja, doch, ist besser jetzt.",现在它更“湿”了一点。,キミも丸くなったね。,좀 더 자극적입니다.,現在它更「濕」了一點。,Il fait un peu plus frais maintenant.,Теперь он точит еще острее.,Tá um pouco mais amolado agora.,Ahora está un poco más afilado.
"<!MissingKey:406:$red[Base stamina regeneration] -$p_staminaregen%. $t[Start of battle:] Gain $block $bl. $t[$p_healtht health regenerated or $p_healtht $bl gained:] Gain $p_maxstamina maximum stamina. $t[Every $cds:] If your stamina is below $p_staminat1, gain $p_block $bl, otherwise, use $p_staminat2 stamina to gain $p_empower $empower.>","$red[Base stamina regeneration] -$p_staminaregen%. $t[Start of battle:] Gain $block $bl. $t[$p_healtht health regenerated or $p_healtht $bl gained:] Gain $p_maxstamina maximum stamina. $t[Every $cds:] If your stamina is below $p_staminat1, gain $p_block $bl, otherwise, use $p_staminat2 stamina to gain $p_empower $empower.","$red[Basis Ausdauerregeneration] -$p_staminaregen%. $t[Kampfbeginn:] Erhalte $block $bl. $t[$p_healtht Leben regeneriert oder $p_healtht $bl erhalten:] Erhalte $p_maxstamina maximale Ausdauer. $t[Alle $cds:] Wenn du weniger als $p_staminat1 Ausdauer hast, erhalte $p_block $bl, ansonsten nutze $p_staminat2 Ausdauer, um $p_empower $empower zu erhalten.",$red[你的基础耐力恢复]-$p_staminaregen%。$t[战斗开始时：]获得$block点$bl。$t[每恢复$p_healtht点生命值或获得$p_healtht点$bl时：]获得$p_maxstamina点最大耐力。$t[每$cds：]如果你的耐力低于$p_staminat1点，获得$p_block点$bl，否则消耗$p_staminat2点耐力获得$p_empower层$empower。,$red[基礎スタミナ回復量] -$p_staminaregen%$t[バトル開始時：]$block $bl を獲得する$t[体力$p_healtht回復または$p_healtht $bl 獲得時：]スタミナ最大値が$p_maxstamina増える$t[$cd秒毎：]スタミナが$p_staminat1未満の場合、$p_block $bl を獲得する。そうでない場合、$p_staminat2スタミナを消費して$p_empower $empower を獲得する,"$red[기본 스태미나 재생량]이 $p_staminaregen% 감소합니다. $t[전투 시작 시:] $bl를 $block 획득합니다. $t[체력을 $p_healtht 회복하거나 $bl를 $p_healtht 획득 시:] 최대 스태미나가 $p_maxstamina 상승합니다. $t[$cd초마다:] 내 스태미나가 $p_staminat1 아래라면, $bl를 $p_block 획득하고, 아니면 스태미나를 $p_staminat2 사용해 $empower를 $p_empower 획득합니다.",$red[你的基礎耐力恢復]-$p_staminaregen%。$t[戰鬥開始時：]獲得$block點$bl。$t[每恢復$p_healtht點生命值或獲得$p_healtht點$bl：]獲得$p_maxstamina點最大耐力。$t[每$cds：]如果你的耐力低於$p_staminat1點，獲得$p_block點$bl，否則消耗$p_staminat2點耐力獲得$p_empower層$empower。,"$red[Régénération d'endurance de base] -$p_staminaregen %. $t[Au début du combat :] gagnez $block $bl. $t[$p_healtht PV régénérés ou $p_healtht $bl gagnés :] gagnez $p_maxstamina d'endurance max. $t[Toutes les $cd s :] si votre endurance est inférieure à $p_staminat1, gagnez $p_block $bl, autrement, utilisez $p_staminat2 d'endurance pour gagner $p_empower $empower.","$red[Базовое восстановление энергии] -$p_staminaregen%. $t[Начало боя:] добавляет $block $bl. $t[Когда восстановлено $p_healtht здоровья или получено $p_healtht $bl:] добавляет $p_maxstamina макс. энергии. $t[Раз в $cd сек.:] если энергия героя ниже $p_staminat1, добавляет $p_block $bl, в ином случае использует $p_staminat2 энергии и добавляет $p_empower $empower.","$red[Regeneração base de vigor] -$p_staminaregen%. $t[Início da batalha:] Ganha $block $bl. $t[$p_healtht vida regenerada ou $p_healtht $bl ganho:] Ganha $p_maxstamina de vigor máximo. $t[A cada $cd s:] Se seu vigor estiver abaixo de $p_staminat1, ganha $p_block $bl, caso contrário, usa $p_staminat2 de vigor para ganhar $p_empower $empower.","$red[Regeneración de resistencia básica] -$p_staminaregen %. $t[Al comienzo de la batalla:] Obtiene $block $bl. $t[Al regenerar $p_healtht PS u obtener $p_healtht $bl:] Obtiene $p_maxstamina de resistencia máxima. $t[Cada $cd s:] Si tu resistencia está por debajo de $p_staminat1, obtiene $p_block $bl, si no, usa $p_staminat2 de resistencia para obtener $p_empower $empower."
"<!MissingKey:407:Getting infinite energy out of that thing is easy, the difficult thing is only letting a finite amount out.>","Getting infinite energy out of that thing is easy, the difficult thing is only letting a finite amount out.","Es ist nicht schwer, unendlich viel Energie aus dem Ding zu kriegen. Wirklich nicht. Die Schwierigkeit liegt darin, nur endlich viel Energie rauszulassen.",从那个东西里获得无限能量很容易，难的是只让有限的能量出来。,無限のエネルギーを取り出すのは難しくない。本当に難しいのは、有限の量に制限することなんだ。,무한한 에너지를 얻는 것은 쉽습니다. 진짜 어려운 건 유한한 양만 내보내는 것이죠.,從那個東西裡獲得無限能量很容易，難的是只讓有限的能量出來。,"C'est facile d'obtenir de l'énergie infinie avec ce truc, le plus difficile, c'est de n'en laisser sortir qu'une quantité limitée.",Бесконечную энергию добыть легко. Сложнее - не выпустить ее всю сразу.,"Tirar energia infinita dessa coisa é fácil, difícil é tirar só um pouquinho.","Sacar energía infinita de esa cosa es fácil, lo difícil es dejar salir solo una cantidad finita."
"<!MissingKey:408:This bag, I tell you - it's evil. Better put nothing you like inside.>","This bag, I tell you - it's evil. Better put nothing you like inside.","Ich sag's dir, Jungchen, die Tasche ist böse. Da sitzt der Teufel drin.",相信我，这个背包不干净，不要放东西进去。,このバッグは呪われてるよ。好きなものは入れない方がいいね。,"이 가방은 정말, 사악합니다 - 안에 뭘 안 넣는 걸 추천드립니다.",相信我，這個背包不乾淨，不要放東西進去。,"Ce sac, je vous le dis… il est maléfique. Mieux vaut ne pas y mettre quelque chose auquel vous tenez.",Эта сумка… она злая. Лучше не кладите туда ничего ценного.,"Essa bolsa, eu te digo – é do mal. Melhor não colocar nada que você goste dentro.","Esta bolsa, te lo juro, es malvada. Mejor no guardes nada que quieras en su interior."
<!MissingKey:409:We are all part of the same big (electrical) circle.>,We are all part of the same big (electrical) circle.,Wir sind alle Teil des selben großen (Strom-)Kreises. ,我们都属于同一个巨大的（电）回路。,ボクたちは皆、大きな（電気の）環でつながっているんだ。,우리는 모두 같은 회로 안의 존재입니다.,我們都屬於同一個巨大的（電）迴路。,Nous faisons tous partie d'un même grand circuit (électrique).,Все мы замкнуты в одном большом (электрическом) круге.,Somos todos partes do mesmo grande círculo (elétrico).,Todos somos parte del mismo gran círculo (eléctrico).
<!MissingKey:410:$t[$melee/$ranged-damage dealt:] Gain $block$h[%] of the dealt damage as $bl. $t[Every $cds:] Regenerate $p_stamina stamina for each $h[distinct] $affected $melee-$h[Weapon]. $t[$p_staminat stamina used:] Inflict $p_poison $poison and $red[$p_poison2 $poison to yourself].>,$t[$melee/$ranged-damage dealt:] Gain $block$h[%] of the dealt damage as $bl. $t[Every $cds:] Regenerate $p_stamina stamina for each $h[distinct] $affected $melee-$h[Weapon]. $t[$p_staminat stamina used:] Inflict $p_poison $poison and $red[$p_poison2 $poison to yourself].,$t[$melee/$ranged-Schaden verursacht:] Erhalte $block$h[%] des Schadens als $bl. $t[Alle $cds:] Regeneriere $p_stamina Ausdauer pro $h[Art von] $affected $melee-$h[Waffe]. $t[$p_staminat Ausdauer genutzt:] Verursache $p_poison $poison und $red[dir selbst $p_poison2 $poison].,$t[造成$melee/$ranged伤害时：]获得造成伤害的$block$h[%]作为$bl。$t[每$cds：]每有一个$h[不重复]的$affected的$melee $h[武器]，恢复$p_stamina点耐力。$t[每次消耗$p_staminat点耐力：]向对手施加$p_poison层$poison，还$red[对自身施加$p_poison2层$poison]。,$t[$melee/$ranged ダメージを与えた時：]与ダメージの$block$h[%]を $bl として獲得する $t[$cd秒毎：]$affectedにある $melee $h[武器] 1$h[種類]につき$p_staminaスタミナを回復する $t[$p_staminatスタミナ消費毎：]相手に$p_poison $poison を付与し、$red[自分に$p_poison2 $poison を付与する],"$t[$melee/$ranged 피해를 가할 시:] 가한 피해의 $block$h[%]만큼 $bl를 획득합니다. $t[$cd초마다:] $affected에 위치한 $h[개별] $melee $h[무기]마다 스태미나를 $p_stamina 회복합니다. $t[스태미나를 $p_staminat 사용 시:] 상대에게 $poison를 $p_poison, $red[자신에게 $poison를 $p_poison2] 부여합니다.",$t[造成$melee/$ranged傷害時：]獲得造成傷害的$block$h[%]作為$bl。$t[每$cds：]每有一個$h[不重複]的$affected的$melee $h[武器]，恢復$p_stamina點耐力。$t[每次消耗$p_staminat點耐力：]向對手施加$p_poison層$poison，還$red[對自身施加$p_poison2層$poison]。,$t[Dégâts $melee/$ranged infligés :] gagnez $block$h[%] des dégâts infligés en tant que $bl. $t[Toutes les $cd s :] régénérez $p_stamina d'endurance pour chaque $h[Arme] $affected $melee $h[Distincte]. $t[En utilisant $p_staminat d'endurance :] infligez $p_poison $poison et $red[$p_poison2 $poison à vous-même].,$t[При нанесении героем $melee/$ranged-урона:] добавляет $block$h[%] нанесенного урона как $bl. $t[Раз в $cd сек.:] восстанавливает $p_stamina энергии за каждое $h[отдельное] $affected $melee-$h[оружие]. $t[При затрате $p_staminat энергии:] накладывает на противника $p_poison $poison и $red[$p_poison2 $poison на самого героя].,$t[Ao causar dano $melee/$ranged:] Ganha $block$h[%] do dano causado como $bl. $t[A cada $cd s:] Regenera $p_stamina de vigor por cada $h[Arma] $melee $affected $h[distinta]. $t[$p_staminat de vigor usado:] Inflige $p_poison $poison e $red[$p_poison2 $poison em você mesmo].,$t[Al infligir daño $melee/$ranged:] obtienes un $block$h [%] del daño causado como $bl. $t[Cada $cd s:] regeneras $p_stamina de resistencia por cada $h[distinta] $affected $melee-$h[arma]. $t[Al usar $p_staminat de resistencia:] aplicas $p_poison $poison y $red[$p_poison2 $poison a ti mismo].
<!MissingKey:411:Gold Armor>,Gold Armor,Goldrüstung,黄金护甲,金の鎧,황금 갑옷,黃金護甲,Armure d'or,Золотая броня,Armadura de Ouro,Armadura dorada
<!MissingKey:412:Toast Goobert>,Toast Goobert,Toast Schlotzbert,吐司黏黏,トースト・スラバート,토스트 슬돌이,吐司黏呼呼,Viskeu toasté,Слаймер-тост,Torrada Gosberto,Viscosino tostado
BUTTON_SwitchMode,Switch Mode,Tauschmodus,背包交换模式,スイッチモード,스위치 모드,背包交換模式,Mode changement,Режим обмена,Modo Troca,Intercambio
<!MissingKey:414:$t[On hit:] Your opponent takes +$p_dam% damage. >,"$t[On hit:] Your opponent takes +$p_dam% damage. 

 Attacks $p_speed% faster for each $affected $h[Food].","$t[Bei Treffer:] Dein Gegner nimmt +$p_dam% Schaden. 

 Attackiert $p_speed% schneller pro \~$affected $h[Essen].","$t[击中对手：]对手受到的伤害+$p_dam%。

每有一个$affected的$h[食物]，攻击速度快$p_speed%。","$t[ヒット時：]相手の受けるダメージ +$p_dam%

$affectedにある$h[食べ物]1個につき使用速度が$p_speed%上がる","$t[적중 시:] 상대가 피해를 추가로 $p_dam% 입습니다.

$affected에 위치한 $h[음식]마다 $p_speed% 빠르게 공격합니다.","$t[擊中對手：]對手受到的傷害+$p_dam%。

每有一個$affected的$h[食物]，攻擊速度快$p_speed%。","$t[Par coup :] votre adversaire subit +$p_dam % de dégâts. 

 Attaque $p_speed % plus vite pour chaque $h[Nourriture] $affected.","$t[При попадании:] противник получает +$p_dam% урона. 

 Атакует на $p_speed% чаще за каждый $affected предмет типа $h[еда].","$t[Ao acertar:] Seu oponente recebe +$p_dam% de dano. 

 Ataca $p_speed% mais rápido por cada $h[Alimento] $affected.","$t[Al golpear:] El rival recibe +$p_dam % de daño. 

 Atacas un $p_speed % más rápido por cada $affected $h[comida]."
"<!MissingKey:415:$t[Start of battle:] Emit a $h[charge], traveling $h[1]$lightning every $p1s. $t[Every $cds:] Use $stamina stamina to emit another $h[charge]. >","$t[Start of battle:] Emit a $h[charge], traveling $h[1]$lightning every $p1s. $t[Every $cds:] Use $stamina stamina to emit another $h[charge]. 

 Items under the $h[charges] trigger $p_speed% faster + $p_speed2% for each $lightning traveled.","$t[Kampfbeginn:] Erzeuge eine $h[Ladung], die sich $h[1]$lightning alle $p1s bewegt. $t[Alle $cds:] Nutze $stamina Ausdauer, um eine weitere $h[Ladung] zu erzeugen. 

 Gegenstände unter den $h[Ladungen] aktivieren $p_speed% schneller + $p_speed2% pro zurückgelegtem $lightning.","$t[战斗开始时：]发射一个$h[电荷]，每$p1s移动$h[1]$lightning。$t[每$cds：]消耗$stamina点耐力再发射一个$h[电荷]。

位于$h[电荷]上的物品触发速度快$p_speed%，每移动1$lightning额外快$p_speed2%。","$t[バトル開始時：]$h[電荷]1つを放出する。$h[電荷]は$p1秒ごとに $lightning $h[1]マスを移動する$t[$cd秒毎：]$staminaスタミナを消費して、もう1つ$h[電荷]を放出する

$h[電荷]の下にあるアイテムは使用速度が$p_speed%上がる（通過した $lightning 1マスにつき +$p_speed2%）","$t[전투 시작 시:] $p1초마다 $h[1]$lightning를 이동하는 $h[전하]를 방출합니다. $t[$cd초마다:] 스태미나를 $stamina 사용해 또 다른 $h[전하]를 방출합니다.

$h[전하]를 보유한 아이템이 $p_speed% 빠르게 발동하고, $lightning 이동 거리마다 $p_speed2% 추가로 빠르게 발동합니다.","$t[戰鬥開始時：]發射一個$h[電荷]，每$p1s移動$h[1]$lightning。$t[每$cds：]消耗$stamina點耐力再發射一個$h[電荷]。

位於$h[電荷]上的物品觸發速度快$p_speed%，每移動1$lightning額外快$p_speed2%。","$t[Au début du combat :] émettez une $h[Charge], parcourant $h[1]$lightning toutes les $p1 s. $t[Toutes les $cd s :] utilisez $stamina d'endurance pour émettre une autre $h[Charge]. 

 Les objets sous les $h[Charges] se déclenchent $p_speed % plus vite +$p_speed2 % pour chaque $lightning parcouru.","$t[Начало боя:] выпускает $h[заряд], перемещающийся на $h[1] $lightning-слот каждые $p1 сек. $t[Раз в $cd сек.:] использует $stamina энергии и выпускает еще один $h[заряд]. 

 Предметы под $h[зарядом] срабатывают на $p_speed% чаще + $p_speed2% за каждое перемещение на $lightning-слот.","$t[Início da batalha:] Emite uma $h[carga], percorrendo $h[1]$lightning a cada $p1 s. $t[A cada $cd s:] Usa $stamina de vigor para emitir outra $h[carga]. 

 Itens abaixo das $h[cargas] ativam $p_speed% mais rápido + $p_speed2% por cada $lightning percorrido.","$t[Al comienzo de la batalla:] Emite una $h[carga] que se traslada $h[1]$lightning cada $p1 s. $t[Cada $cd s:] Usa $stamina resistencia para emitir otra $h[carga]. 

 Los objetos bajo la $h[carga] se activan un $p_speed % más rápido + un $p_speed2 % por cada $lightning trasladado."
<!MissingKey:416:This generation of generators is generally genius!>,This generation of generators is generally genius!,Diese Generation von Generatoren ist generell genial!,这一代发电机真是天才之作！,発電機の発明はハッキリ言って破格だよ！,발전. 발전. 오직 발전 뿐입니다.,這一代發電機真是天才之作！,Cette génération de générateurs est généralement géniale !,Это поколение генераторов - самое лучшее!,Essa geração de geradores geralmente é genial!,¡Esta generación de generadores es en general genial!
<!MissingKey:417:Employee Uniform>,Employee Uniform,Mitarbeiteruniform,工作服,従業員の制服,직원 유니폼,工作服,Uniforme du personnel,Униформа работника,Uniforme de Funcionário,Uniforme de empleado
"<!MissingKey:418:$t[On attack:] Use $p_manat $mana to gain $p_dam damage. $t[Every $p_num attacks:] Emit a $h[charge], traveling $h[1]$lightning every $p4s. >","$t[On attack:] Use $p_manat $mana to gain $p_dam damage. $t[Every $p_num attacks:] Emit a $h[charge], traveling $h[1]$lightning every $p4s. 

 $h[Weapons] under the $h[charge] deal +$p_dam_flat damage + $p_dam_tile per $lightning traveled.","$t[Bei Angriff:] Nutze $p_manat $mana, um +$p_dam Schaden zu verursachen. $t[Alle $p_num Angriffe:] Erzeuge eine $h[Ladung], die sich $h[1]$lightning alle $p4s bewegt. 

 $h[Waffen] unter der $h[Ladung] verursachen +$p_dam_flat Schaden + $p_dam_tile pro zurückgelegtem $lightning.","$t[攻击时：]消耗$p_manat点$mana，获得$p_dam点伤害加成。$t[每攻击$p_num次：]发射一个$h[电荷]，每$p4s移动$h[1]$lightning。

位于$h[电荷]上的$h[武器]造成的伤害+$p_dam_flat，每移动1$lightning额外造成$p_dam_tile点伤害。","$t[攻撃時：]$p_manat $mana を消費して、ダメージ値が$p_dam増える$t[$p_num回攻撃毎：]$h[電荷]1つを放出する。$h[電荷]は$p4秒ごとに $lightning $h[1]マスを移動する

$h[電荷]の下にある$h[武器]の与ダメージ +$p_dam_flat（通過した $lightning 1マスにつき +$p_dam_tile）","$t[공격 시:] $mana를 $p_manat 사용해 가하는 피해가 $p_dam 증가합니다. $t[$p_num번 공격할 때마다:] $p4초마다 $h[1]$lightning를 이동하는 $h[전하]를 방출합니다.

$h[전하]를 보유한 $h[무기]의 피해량이 $p_dam_flat 증가하고, $lightning 이동 거리마다 추가로 $p_dam_tile 증가합니다.","$t[攻擊時：]消耗$p_manat點$mana，獲得$p_dam點傷害加成。$t[每攻擊$p_num次：]發射一個$h[電荷]，每$p4s移動$h[1]$lightning。

位於$h[電荷]上的$h[武器]造成的傷害+$p_dam_flat，每移動1$lightning額外造成$p_dam_tile點傷害。","$t[Par attaque :] utilisez $p_manat $mana pour gagner $p_dam de dégâts. $t[Toutes les $p_num attaques :] émettez une $h[Charge], parcourant $h[1]$lightning toutes les $p4 s. 

 Les $h[Armes] sous la $h[Charge] infligent + $p_dam_flat de dégâts + $p_dam_tile par $lightning parcouru.","$t[При атаке:] использует $p_manat $mana и получает +$p_dam ед. урона. $t[При каждой $p_num-ой атаке:] выпускает $h[заряд], перемещающийся на $h[1] $lightning-слот каждые $p4 сек. 

 $h[Оружие] под $h[зарядом] наносит +$p_dam_flat ед. урона + $p_dam_tile за каждое перемещение на $lightning-слот.","$t[Ao atacar:] Usa $p_manat $mana para ganhar $p_dam de dano. $t[A cada $p_num ataques:] Emite uma $h[carga], percorrendo $h[1]$lightning a cada $p4 s. 

 $h[Armas] abaixo da $h[carga] causam +$p_dam_flat de dano + $p_dam_tile por $lightning percorrido.","$t[Al atacar:] Usa $p_manat $mana para obtener $p_dam de daño. $t[Cada $p_num ataques:] Emite una $h[carga] que se traslada $h[1]$lightning cada $p4 s. 

 Las $h[armas] bajo la $h[carga] infligen $p_dam_flat más de daño + $p_dam_tile por $lightning trasladado."
<!MissingKey:419:$t[Start of battle:] $reflect[Reflect] $p_reflect debuffs. \~$affected $h[Weapons] gain $p_dam damage. >,"$t[Start of battle:] $reflect[Reflect] $p_reflect debuffs. \~$affected $h[Weapons] gain $p_dam damage. 

 $affected items give +$p_blockfactor% $bl.","$t[Kampfbeginn:] $reflect[Reflektiere] $p_reflect Debuffs. \~$affected $h[Waffen] verursachen $p_dam Schaden. 

 $affected Gegenstände erzeugen +$p_blockfactor% $bl.","$t[战斗开始时：]$reflect[反弹]$p_reflect个减益效果。$affected的$h[武器]攻击力+$p_dam。

$affected的物品提供的$bl+$p_blockfactor%。","$t[バトル開始時：]$p_reflectデバフを$reflect[反射]する。$affectedにある$h[武器]のダメージ値が$p_dam増える

$affectedにあるアイテムの $bl +$p_blockfactor%","$t[전투 시작 시:] 디버프를 $p_reflect개 $reflect[반사]합니다. $affected에 위치한 $h[무기]가 가하는 피해가 $p_dam 증가합니다.

$affected에 위치한 아이템이 $bl를 $p_blockfactor% 추가로 제공합니다.","$t[戰鬥開始時：]$reflect[反彈]$p_reflect個減益效果。$affected的$h[武器]攻擊力+$p_dam。

$affected的物品提供的$bl+$p_blockfactor%。","$t[Au début du combat :] $reflect[renvoyez] $p_reflect malus. $affected Les [Armes] $h gagnent $p_dam de dégâts. 

 Les objets $affected donnent +$p_blockfactor % $bl.","$t[Начало боя:] $reflect[отражает] до $p_reflect негативных эффектов. $affected $h[оружие] получает +$p_dam ед. к урону. 

 $affected предметы получают +$p_blockfactor% $bl.","$t[Início da batalha:] $reflect[Reflete] $p_reflect debuffs. As $h[Armas] $affected ganham $p_dam de dano. 

 Itens $affected dão + $p_blockfactor% $bl.","$t[Al comienzo de la batalla:] $reflect[devuelves] $p_reflect desventajas. Las $affected $h[armas] obtienen $p_dam de daño. 

 Los $affected objetos dan +$p_blockfactor % $bl."
<!MissingKey:420:Archaeologist>,Archaeologist,Achäologe,考古学家,アーキオロジスト,고고학자,考古學家,Archéologue,Археолог,Arqueólogo,Arqueólogo
<!MissingKey:421:$t[Shop entered:] Consume $affected items and generate random $h[Gemstones]. $t[Every $cds:] Use $p_manat $mana to become invulnerable for $p1s + $p2s for each \~$p_gold $gold worth of $h[Gemstones] you have (up to $p_max times). \~Increase $mana cost by $p_mana. $t[On invulnerable:] Inflict $p_blind $blind.>,$t[Shop entered:] Consume $affected items and generate random $h[Gemstones]. $t[Every $cds:] Use $p_manat $mana to become invulnerable for $p1s + $p2s for each \~$p_gold $gold worth of $h[Gemstones] you have (up to $p_max times). \~Increase $mana cost by $p_mana. $t[On invulnerable:] Inflict $p_blind $blind.,$t[Laden betreten:]\~ Nutze $affected Gegenstände um zufällige $h[Edelsteine] zu erzeugen. $t[Alle $cds:] Nutze $p_manat $mana um unverwundbar zu werden für\~ $p1s + $p2s für jede $p_gold $gold Wert an $h[Edelsteinen] (bis zu $p_max mal). \~Erhöhe die $mana-Kosten um $p_mana. $t[Unverwundbarkeit:] Verursache $p_blind $blind.,$t[进入商店时：]消耗$affected的物品，生成随机$h[宝石]。$t[每$cds：]消耗$p_manat点$mana，获得$p1s无敌，增加$p_mana点$mana消耗（最多$p_max次）。背包内每拥有$p_gold枚$gold价值的$h[宝石]，此物品获得+$p2s无敌时间。$t[触发无敌时：]向对手施加$p_blind层$blind。,$t[ショップ入店時：]$affectedにあるアイテムを消費して、ランダムな$h[宝石]を生成する $t[$cd秒毎：]$p_manat $mana を消費して、$p1秒間（所持している$h[宝石]の価値$p_gold $gold につき +$p2秒）、無敵状態になる（最大$p_max回まで）。次に消費する $mana が$p_mana増える $t[無敵時：]$p_blind $blind を付与する,$t[상점 진입 시:] $affected에 위치한 아이템을 소모하고 무작위 $h[보석]을 생성합니다. $t[$cd초마다:] $mana를 $p_manat 사용해 $p1초 + 보유한 $h[보석]의 $p_gold $gold 가치마다 $p2초 동안 무적 상태가 됩니다 (최대 $p_max번). $mana 비용이 $p_mana 증가합니다. $t[무적 상태 시:] $blind을 $p_blind 부여합니다.,$t[進入商店時：]消耗$affected的物品，生成隨機$h[寶石]。$t[每$cds：]消耗$p_manat點$mana，獲得$p1s無敵，增加$p_mana點$mana消耗（最多$p_max次）。背包內每擁有$p_gold枚$gold價值的$h[寶石]，此物品獲得+$p2s無敵時間。$t[觸發無敵時：]向對手施加$p_blind層$blind。,$t[En entrant dans la boutique :] consommez des objets $affected et générez des $h[Pierres précieuses] aléatoires. $t[Toutes les $cd s :] utilisez $p_manat $mana pour devenir invulnérable pendant $p1 s + $p2 s pour chaque $p_gold $gold de valeur en $h[Pierres précieuses] que vous avez (jusqu'à $p_max fois). Augmentez le coût de $mana de $p_mana. $t[En invulnérabilité :] infligez $p_blind $blind.,"$t[Переход в магазин:] поглощает $affected предметы и создает случайные $h[самоцветы]. $t[Раз в $cd сек.:] использует $p_manat $mana, чтобы получить неуязвимость на $p1 сек. + $p2 сек. за каждые $p_gold $gold рассчитанных от стоимости $h[самоцветов] в наличии у героя (макс. до $p_max раз). Повышает стоимость $mana на $p_mana. $t[При неуязвимости:] накладывает $p_blind $blind.",$t[Ao entrar na loja:] Consome itens $affected e gera $h[Gemas] aleatórias. $t[A cada $cd s:] Usa $p_manat $mana para se tornar invulnerável por $p1 s + $p2 s por cada $p_gold $gold valor de $h[Gemas] que você tiver (até $p_max vezes). Aumenta o custo de $mana em $p_mana. $t[Quando invulnerável:] Inflige $p_blind $blind.,$t[Al entrar en la tienda:] consumes $affected objetos y generas $h[gemas] al azar. $t[Cada $cd s:] usas $p_manat $mana para volverte invulnerable durante $p1 s + $p2 s por cada $p_gold $gold en $h[gemas] que tengas (hasta $p_max veces). Aumenta el costo de $mana en $p_mana. $t[En invulnerabilidad:] infliges $p_blind $blind.
<!MissingKey:422:$t[While you have at least $p_empowert $empower:] Decrease stamina usage to $p_stamina and cooldown to $p3s. $t[On hit:] Use $p_regent $regen to gain $p_vampirism $vampirism and \~$p_spikes $spikes. >,"$t[While you have at least $p_empowert $empower:] Decrease stamina usage to $p_stamina and cooldown to $p3s. $t[On hit:] Use $p_regent $regen to gain $p_vampirism $vampirism and \~$p_spikes $spikes. 

 Deals +$p_dam damage per $spikes and $vampirism.","$t[Solange du mindestens $p_empowert $empower hast:] Reduziere Ausdauerkosten auf $p_stamina und Abklingzeit auf $p3s. $t[Bei Treffer:] Nutze $p_regent $regen, um $p_vampirism $vampirism und $p_spikes $spikes zu erhalten. 

 Verursacht +$p_dam Schaden pro\~ $spikes und $vampirism.","$t[当你至少有$p_empowert层$empower：]耐力消耗将减少到$p_stamina，冷却时间降低到$p3s。$t[击中对手：]消耗$p_regent层$regen来获得$p_vampirism层$vampirism，还会获得$p_spikes层$spikes。

每有一层$spikes或$vampirism，造成的伤害+$p_dam。","$t[$p_empowert $empower 以上ある間：]スタミナ消費値が$p_staminaに、クールダウンが$p3秒に減る $t[ヒット時：]$p_regent $regen を消費して、$p_vampirism $vampirismと$p_spikes $spikes を獲得する 

$spikes と $vampirism 1スタックにつき与ダメージ +$p_dam","$t[$p_empowert 이상의 $empower를 보유 시:] 스태미나 소모량이 $p_stamina(으)로 감소하고, 재사용 대기 시간이 $p3초가 됩니다. $t[적중 시:] $regen을 $p_regent 사용해 $vampirism을 $p_vampirism, $spikes를 $p_spikes 획득합니다.

$spikes와 $vampirism마다 가하는 피해가 $p_dam 증가합니다.","$t[當你至少有$p_empowert層$empower：]耐力消耗將減少到$p_stamina，冷卻時間降低到$p3s。$t[擊中對手：]消耗$p_regent層$regen來獲得$p_vampirism層$vampirism，還會獲得$p_spikes層$spikes。

每有一層$spikes或$vampirism，造成的傷害+$p_dam。","$t[Tant que vous avez au moins $p_empowert $empower :] réduisez l'utilisation d'endurance de $p_stamina et le temps de recharge de $p3 s. $t[Par coup :] utilisez $p_regent $regen pour gagner $p_vampirism $vampirism et $p_spikes $spikes. 

 Infligez +$p_dam de dégâts par $spikes et $vampirism.","$t[Если у героя не менее $p_empowert $empower:] снижает затраты энергии до $p_stamina и перезарядку до $p3 сек. $t[При попадании:] использует $p_regent $regen, чтобы добавить $p_vampirism $vampirism и $p_spikes $spikes. 

 Наносит +$p_dam урона за каждый эффект $spikes и $vampirism.","$t[Enquanto você tiver pelo menos $p_empowert $empower:] Diminui o uso de vigor para $p_stamina e o tempo de recarga para $p3 s. $t[Ao acertar:] Usa $p_regent $regen para ganhar $p_vampirism $vampirism e $p_spikes $spikes. 

 Causa +$p_dam de dano por $spikes e $vampirism.","$t[Mientras tengas al menos $p_empowert $empower:] reduces el consumo de resistencia a $p_stamina y la recarga a $p3 s. $t[Al golpear:] usas $p_regent $regen para ganar $p_vampirism $vampirism y $p_spikes $spikes. 

 Inflige +$p_dam daño por cada $spikes y $vampirism."
